sample	species	genus	superkingdom	taxonReads
200313_A00902_A_L001_APMG-8-11	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
200313_A00902_A_L001_APMG-8-2	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
200313_A00902_A_L001_APMG-8-3	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
200313_A00902_A_L001_APMG-8-4	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	8
200313_A00902_A_L001_APMG-8-5	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
200313_A00902_A_L002_APMG-9-1	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
200313_A00902_A_L002_APMG-9-6	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
200313_A00902_A_L002_APMG-9-8	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_10	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_11	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_13	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_8	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
210810_A00902_B_L001_APMG-37-9	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
210810_A00902_B_L002_APMG-38-9	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
BH194L-2_S26	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
BH194L-4_S16	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
BH195L-4_S29	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
ELS162S7	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
ELS163S8	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
ELS165S9	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
IE111L-2_S2	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
IE111L-3_S3	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
IE112L-1_S9	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
IE112L-2_S10	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
IE112L-3_S11	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
IE112L-6_S19	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
IE113L-2_S14	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
IE113L-3_S3	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
IE113L-6_S6	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK081L-2_S2	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JK081L-4_S4	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JK081L-7_S7	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JK136L-2_S2	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK136L-3_S3	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	7
JK136L-5_S5	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	4
JK136L-6_S6	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JK136L-7_S7	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK137L-1_S9	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK137L-2_S10	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK137L-3_S11	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
JK137L-4_S12	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
JK137L-5_S13	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK137L-6_S14	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK137L-7_S15	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
JK138L-1_S17	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JK138L-2_S18	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK138L-3_S19	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK138L-4_S20	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	5
JK138L-6_S22	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JK138L-7_S23	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JoW001L-2_S2	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JoW001L-3_S3	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JoW001L-4_S4	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
JoW001L-5_S5	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	6
JoW001L-6_S6	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JoW002L-4_S12	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JoW002L-5_S13	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JoW003L-1_S17	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JoW003L-2_S18	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
JoW003L-6_S22	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JoW004L-5_S29	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JoW004L-6_S30	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JoW005L-1_S33	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JoW005L-2_S34	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	5
JoW005L-4_S36	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	4
JoW007L-2_S2	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
JoW007L-5_S5	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
StB097L-01_S1	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
StB097L-02_S2	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
StB097L-03_S3	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
StB097L-04_S4	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
StB097L-05_S5	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	4
StB097L-06_S6	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
StB106L-02_S10	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
StB106L-05_S13	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
StB108L-02_S18	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	2
StB108L-03_S19	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
StB108L-05_S21	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
StB109L-01_S25	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
StB109L-04_S28	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	3
StB109L-05_S29	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
StB109L-06_S30	Candidatus Pelagibacter sp. HIMB1321	Pelagibacter	Bacteria	1
191011_SND405_A_L007_APMG-6-1	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
191011_SND405_A_L007_APMG-6-2	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	5
191011_SND405_A_L007_APMG-6-4	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
191011_SND405_A_L007_APMG-6-6	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
200313_A00902_A_L001_APMG-8-1	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
200313_A00902_A_L001_APMG-8-10	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
200313_A00902_A_L001_APMG-8-11	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
200313_A00902_A_L001_APMG-8-12	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
200313_A00902_A_L001_APMG-8-2	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
200313_A00902_A_L001_APMG-8-3	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
200313_A00902_A_L001_APMG-8-4	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	10
200313_A00902_A_L001_APMG-8-5	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	5
200313_A00902_A_L001_APMG-8-6	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
200313_A00902_A_L001_APMG-8-9	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
200313_A00902_A_L002_APMG-9-1	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
200313_A00902_A_L002_APMG-9-2	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
200313_A00902_A_L002_APMG-9-3	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
200313_A00902_A_L002_APMG-9-5	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
200313_A00902_A_L002_APMG-9-6	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
200313_A00902_A_L002_APMG-9-8	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
200313_A00902_A_L002_APMG-9-9	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_9	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
210810_A00902_B_L002_APMG-38-10	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
ELS165S9	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
IE111L-5_S5	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
IE111L-7_S7	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
IE112L-3_S11	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
IE112L-4_S17	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
IE113L-2_S14	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JK079L-9_S9	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JK109L-4_S22	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JK136L-2_S2	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JK136L-3_S3	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	5
JK136L-4_S4	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	4
JK136L-5_S5	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JK136L-6_S6	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JK137L-1_S9	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JK137L-2_S10	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JK137L-4_S12	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JK137L-5_S13	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JK137L-6_S14	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
JK137L-7_S15	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
JK138L-1_S17	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JK138L-2_S18	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JK138L-3_S19	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JK138L-4_S20	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	8
JK138L-6_S22	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JK138L-7_S23	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	4
JoW001L-2_S2	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JoW001L-3_S3	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JoW001L-4_S4	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
JoW001L-5_S5	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
JoW001L-6_S6	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JoW002L-1_S9	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JoW002L-2_S10	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JoW002L-4_S12	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JoW002L-5_S13	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JoW002L-6_S14	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	4
JoW003L-1_S17	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JoW003L-5_S21	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JoW004L-2_S26	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JoW004L-6_S30	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JoW005L-1_S33	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JoW005L-2_S34	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	4
JoW005L-3_S35	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	4
JoW005L-4_S36	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	10
JoW007L-2_S2	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JoW007L-3_S3	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
JoW007L-4_S4	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
JoW007L-5_S5	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
StB097L-01_S1	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	5
StB097L-02_S2	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
StB097L-03_S3	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	6
StB097L-04_S4	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
StB097L-05_S5	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	6
StB097L-06_S6	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	4
StB106L-05_S13	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
StB108L-01_S17	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
StB108L-02_S18	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
StB108L-03_S19	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	3
StB108L-05_S21	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
StB108L-07_S23	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
StB109L-01_S25	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	9
StB109L-02_S26	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	2
StB109L-04_S28	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	9
StB109L-05_S29	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	8
WJ192L-5_S32	Candidatus Pelagibacter sp. HTCC7211	Pelagibacter	Bacteria	1
191011_SND405_A_L007_APMG-6-1	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	16
191011_SND405_A_L007_APMG-6-2	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	40
191011_SND405_A_L007_APMG-6-3	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	22
191011_SND405_A_L007_APMG-6-4	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	75
191011_SND405_A_L007_APMG-6-5	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
191011_SND405_A_L007_APMG-6-6	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	10
200313_A00902_A_L001_APMG-8-1	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	47
200313_A00902_A_L001_APMG-8-10	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	18
200313_A00902_A_L001_APMG-8-11	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	22
200313_A00902_A_L001_APMG-8-12	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	26
200313_A00902_A_L001_APMG-8-2	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	49
200313_A00902_A_L001_APMG-8-3	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	60
200313_A00902_A_L001_APMG-8-4	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	187
200313_A00902_A_L001_APMG-8-5	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	120
200313_A00902_A_L001_APMG-8-6	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	14
200313_A00902_A_L001_APMG-8-8	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	3
200313_A00902_A_L001_APMG-8-9	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	13
200313_A00902_A_L002_APMG-9-1	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	19
200313_A00902_A_L002_APMG-9-10	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	4
200313_A00902_A_L002_APMG-9-11	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	4
200313_A00902_A_L002_APMG-9-2	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	9
200313_A00902_A_L002_APMG-9-3	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	14
200313_A00902_A_L002_APMG-9-5	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	12
200313_A00902_A_L002_APMG-9-6	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	11
200313_A00902_A_L002_APMG-9-7	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	10
200313_A00902_A_L002_APMG-9-8	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	11
200313_A00902_A_L002_APMG-9-9	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	7
201118_A00902_B_L1-2_APMG_19_12	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
201118_A00902_B_L1-2_APMG_19_15	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
210810_A00902_B_L002_APMG-38-7	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
210810_A00902_B_L002_APMG-38-9	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	2
ELS162S7	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
ELS165S9	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	2
ELS167S10	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
IE111L-4_S1	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
IE113L-2_S14	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
IE113L-3_S3	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
IE113L-4_S4	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	2
JK136L-2_S2	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	12861
JK136L-3_S3	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	26348
JK136L-4_S4	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	6298
JK136L-5_S5	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	10785
JK136L-6_S6	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	24
JK136L-7_S7	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	46
JK137L-1_S9	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	66
JK137L-2_S10	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	19
JK137L-3_S11	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	43
JK137L-4_S12	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	74
JK137L-5_S13	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	36
JK137L-6_S14	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	76
JK137L-7_S15	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	85
JK138L-1_S17	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	62
JK138L-2_S18	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	47
JK138L-3_S19	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	107
JK138L-4_S20	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	172
JK138L-6_S22	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	18
JK138L-7_S23	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	5
JoW001L-1_S1	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW001L-2_S2	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW001L-3_S3	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW001L-4_S4	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW001L-6_S6	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW002L-1_S9	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW002L-4_S12	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	2
JoW002L-5_S13	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	7
JoW002L-6_S14	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	14
JoW003L-1_S17	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	7
JoW003L-2_S18	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW003L-3_S19	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW003L-6_S22	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	2
JoW004L-2_S26	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	2
JoW004L-3_S27	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW004L-6_S30	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	4
JoW005L-2_S34	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	4
JoW005L-3_S35	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	8
JoW005L-4_S36	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	19
JoW007L-1_S1	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	3
JoW007L-2_S2	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	2
JoW007L-3_S3	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	5
JoW007L-4_S4	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
JoW007L-5_S5	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	4
JoW007L-6_S6	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
StB097L-01_S1	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	253662
StB097L-02_S2	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	4002
StB097L-03_S3	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	44
StB097L-04_S4	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	39
StB097L-05_S5	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	121
StB097L-06_S6	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	37
StB106L-01_S9	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
StB106L-02_S10	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	10
StB106L-04_S12	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	10142
StB106L-05_S13	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	2379
StB108L-01_S17	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	56
StB108L-02_S18	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	53
StB108L-03_S19	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	101
StB108L-05_S21	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	11
StB108L-07_S23	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	10
StB109L-01_S25	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	162
StB109L-02_S26	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	176
StB109L-04_S28	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	120
StB109L-05_S29	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	56
StB109L-06_S30	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	12
WJ196L-9_S9	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter	Bacteria	1
191011_SND405_A_L007_APMG-6-1	Candidatus Pelagibacter sp. RS39	Pelagibacter	Bacteria	1
191011_SND405_A_L007_APMG-6-2	Candidatus Pelagibacter sp. RS39	Pelagibacter	Bacteria	1
