sample	family	superkingdom	taxonReads
191011_SND405_A_L007_APMG-6-1	Bacillaceae	Bacteria	184
191011_SND405_A_L007_APMG-6-2	Bacillaceae	Bacteria	56016
191011_SND405_A_L007_APMG-6-3	Bacillaceae	Bacteria	35648
191011_SND405_A_L007_APMG-6-4	Bacillaceae	Bacteria	5405
191011_SND405_A_L007_APMG-6-5	Bacillaceae	Bacteria	459
191011_SND405_A_L007_APMG-6-6	Bacillaceae	Bacteria	3483
191011_SND405_A_L007_APMG-6-7	Bacillaceae	Bacteria	1
191011_SND405_A_L007_APMG-6-8	Bacillaceae	Bacteria	2
200313_A00902_A_L001_APMG-8-1	Bacillaceae	Bacteria	1091
200313_A00902_A_L001_APMG-8-10	Bacillaceae	Bacteria	6316
200313_A00902_A_L001_APMG-8-11	Bacillaceae	Bacteria	27232
200313_A00902_A_L001_APMG-8-12	Bacillaceae	Bacteria	14400
200313_A00902_A_L001_APMG-8-2	Bacillaceae	Bacteria	322
200313_A00902_A_L001_APMG-8-3	Bacillaceae	Bacteria	26065
200313_A00902_A_L001_APMG-8-4	Bacillaceae	Bacteria	1940
200313_A00902_A_L001_APMG-8-5	Bacillaceae	Bacteria	16819
200313_A00902_A_L001_APMG-8-6	Bacillaceae	Bacteria	13994
200313_A00902_A_L001_APMG-8-7	Bacillaceae	Bacteria	6
200313_A00902_A_L001_APMG-8-8	Bacillaceae	Bacteria	1496
200313_A00902_A_L001_APMG-8-9	Bacillaceae	Bacteria	3134
200313_A00902_A_L002_APMG-9-1	Bacillaceae	Bacteria	6708
200313_A00902_A_L002_APMG-9-10	Bacillaceae	Bacteria	160
200313_A00902_A_L002_APMG-9-11	Bacillaceae	Bacteria	152
200313_A00902_A_L002_APMG-9-12	Bacillaceae	Bacteria	4
200313_A00902_A_L002_APMG-9-2	Bacillaceae	Bacteria	12999
200313_A00902_A_L002_APMG-9-3	Bacillaceae	Bacteria	17512
200313_A00902_A_L002_APMG-9-5	Bacillaceae	Bacteria	30469
200313_A00902_A_L002_APMG-9-6	Bacillaceae	Bacteria	1995
200313_A00902_A_L002_APMG-9-7	Bacillaceae	Bacteria	1499
200313_A00902_A_L002_APMG-9-8	Bacillaceae	Bacteria	936
200313_A00902_A_L002_APMG-9-9	Bacillaceae	Bacteria	184
201118_A00902_B_L1-2_APMG_19_1	Bacillaceae	Bacteria	837
201118_A00902_B_L1-2_APMG_19_10	Bacillaceae	Bacteria	702
201118_A00902_B_L1-2_APMG_19_11	Bacillaceae	Bacteria	1244
201118_A00902_B_L1-2_APMG_19_12	Bacillaceae	Bacteria	3076
201118_A00902_B_L1-2_APMG_19_13	Bacillaceae	Bacteria	1410
201118_A00902_B_L1-2_APMG_19_14	Bacillaceae	Bacteria	504
201118_A00902_B_L1-2_APMG_19_15	Bacillaceae	Bacteria	1167
201118_A00902_B_L1-2_APMG_19_16	Bacillaceae	Bacteria	1663
201118_A00902_B_L1-2_APMG_19_17	Bacillaceae	Bacteria	560
201118_A00902_B_L1-2_APMG_19_18	Bacillaceae	Bacteria	27
201118_A00902_B_L1-2_APMG_19_19	Bacillaceae	Bacteria	14
201118_A00902_B_L1-2_APMG_19_2	Bacillaceae	Bacteria	385
201118_A00902_B_L1-2_APMG_19_20	Bacillaceae	Bacteria	17
201118_A00902_B_L1-2_APMG_19_21	Bacillaceae	Bacteria	30
201118_A00902_B_L1-2_APMG_19_22	Bacillaceae	Bacteria	4
201118_A00902_B_L1-2_APMG_19_3	Bacillaceae	Bacteria	592
201118_A00902_B_L1-2_APMG_19_4	Bacillaceae	Bacteria	3
201118_A00902_B_L1-2_APMG_19_5	Bacillaceae	Bacteria	790
201118_A00902_B_L1-2_APMG_19_6	Bacillaceae	Bacteria	978
201118_A00902_B_L1-2_APMG_19_7	Bacillaceae	Bacteria	3097
201118_A00902_B_L1-2_APMG_19_8	Bacillaceae	Bacteria	2042
201118_A00902_B_L1-2_APMG_19_9	Bacillaceae	Bacteria	4161
210810_A00902_B_L001_APMG-37-1	Bacillaceae	Bacteria	3326
210810_A00902_B_L001_APMG-37-10	Bacillaceae	Bacteria	431
210810_A00902_B_L001_APMG-37-11	Bacillaceae	Bacteria	272
210810_A00902_B_L001_APMG-37-12	Bacillaceae	Bacteria	3
210810_A00902_B_L001_APMG-37-13	Bacillaceae	Bacteria	17
210810_A00902_B_L001_APMG-37-14	Bacillaceae	Bacteria	2
210810_A00902_B_L001_APMG-37-15	Bacillaceae	Bacteria	47
210810_A00902_B_L001_APMG-37-2	Bacillaceae	Bacteria	719
210810_A00902_B_L001_APMG-37-3	Bacillaceae	Bacteria	647
210810_A00902_B_L001_APMG-37-4	Bacillaceae	Bacteria	2650
210810_A00902_B_L001_APMG-37-5	Bacillaceae	Bacteria	5
210810_A00902_B_L001_APMG-37-6	Bacillaceae	Bacteria	327
210810_A00902_B_L001_APMG-37-7	Bacillaceae	Bacteria	765
210810_A00902_B_L001_APMG-37-8	Bacillaceae	Bacteria	1187
210810_A00902_B_L001_APMG-37-9	Bacillaceae	Bacteria	447
210810_A00902_B_L002_APMG-38-1	Bacillaceae	Bacteria	165
210810_A00902_B_L002_APMG-38-10	Bacillaceae	Bacteria	800
210810_A00902_B_L002_APMG-38-11	Bacillaceae	Bacteria	9
210810_A00902_B_L002_APMG-38-12	Bacillaceae	Bacteria	14
210810_A00902_B_L002_APMG-38-13	Bacillaceae	Bacteria	4
210810_A00902_B_L002_APMG-38-14	Bacillaceae	Bacteria	9
210810_A00902_B_L002_APMG-38-15	Bacillaceae	Bacteria	243
210810_A00902_B_L002_APMG-38-2	Bacillaceae	Bacteria	297
210810_A00902_B_L002_APMG-38-3	Bacillaceae	Bacteria	1458
210810_A00902_B_L002_APMG-38-4	Bacillaceae	Bacteria	1083
210810_A00902_B_L002_APMG-38-5	Bacillaceae	Bacteria	1299
210810_A00902_B_L002_APMG-38-6	Bacillaceae	Bacteria	29
210810_A00902_B_L002_APMG-38-7	Bacillaceae	Bacteria	501
210810_A00902_B_L002_APMG-38-8	Bacillaceae	Bacteria	250
210810_A00902_B_L002_APMG-38-9	Bacillaceae	Bacteria	1780
BH193L-1_S22	Bacillaceae	Bacteria	2339
BH193L-2_S19	Bacillaceae	Bacteria	7191
BH193L-2_S20	Bacillaceae	Bacteria	4755
BH193L-3_S20	Bacillaceae	Bacteria	4255
BH193L-4_S23	Bacillaceae	Bacteria	542
BH193L-5_S24	Bacillaceae	Bacteria	388
BH194L-1_S25	Bacillaceae	Bacteria	361
BH194L-2_S26	Bacillaceae	Bacteria	297
BH194L-3_S25	Bacillaceae	Bacteria	135
BH194L-4_S16	Bacillaceae	Bacteria	234
BH194L-4_S17	Bacillaceae	Bacteria	160
BH194L-6_S26	Bacillaceae	Bacteria	261
BH194L-7_S17	Bacillaceae	Bacteria	993
BH194L-7_S18	Bacillaceae	Bacteria	656
BH195L-1_S27	Bacillaceae	Bacteria	1337
BH195L-2_S18	Bacillaceae	Bacteria	1431
BH195L-2_S19	Bacillaceae	Bacteria	983
BH195L-3_S28	Bacillaceae	Bacteria	941
BH195L-4_S29	Bacillaceae	Bacteria	1069
BH195L-7_S31	Bacillaceae	Bacteria	2
EBS12	Bacillaceae	Bacteria	3
ELS162S7	Bacillaceae	Bacteria	1023
ELS163S8	Bacillaceae	Bacteria	1267
ELS165S9	Bacillaceae	Bacteria	1065
ELS167S10	Bacillaceae	Bacteria	1139
IE111L-1_S1	Bacillaceae	Bacteria	837
IE111L-2_S2	Bacillaceae	Bacteria	4771
IE111L-3_S3	Bacillaceae	Bacteria	1112
IE111L-4_S1	Bacillaceae	Bacteria	1367
IE111L-5_S5	Bacillaceae	Bacteria	1001
IE111L-6_S6	Bacillaceae	Bacteria	1071
IE111L-7_S7	Bacillaceae	Bacteria	1070
IE111L-8_S8	Bacillaceae	Bacteria	1
IE112L-1_S9	Bacillaceae	Bacteria	1096
IE112L-2_S10	Bacillaceae	Bacteria	837
IE112L-3_S11	Bacillaceae	Bacteria	6240
IE112L-4_S17	Bacillaceae	Bacteria	1012
IE112L-5_S18	Bacillaceae	Bacteria	3990
IE112L-6_S19	Bacillaceae	Bacteria	849
IE112L-7_S12	Bacillaceae	Bacteria	1587
IE113L-1_S13	Bacillaceae	Bacteria	833
IE113L-2_S14	Bacillaceae	Bacteria	2230
IE113L-3_S3	Bacillaceae	Bacteria	1959
IE113L-4_S4	Bacillaceae	Bacteria	1869
IE113L-5_S5	Bacillaceae	Bacteria	2036
IE113L-6_S6	Bacillaceae	Bacteria	3579
IE113L-7_S7	Bacillaceae	Bacteria	1842
IE114L-1_S9	Bacillaceae	Bacteria	2443
IE114L-2_S10	Bacillaceae	Bacteria	2526
IE114L-3_S11	Bacillaceae	Bacteria	1138
IE114L-4_S4	Bacillaceae	Bacteria	1
IE114L-6_S16	Bacillaceae	Bacteria	4
IE114L-7_S17	Bacillaceae	Bacteria	8
JK079L-1_S1	Bacillaceae	Bacteria	1043
JK079L-10-WDH_S10	Bacillaceae	Bacteria	1774
JK079L-11-WDH_S11	Bacillaceae	Bacteria	1110
JK079L-12-WDH_S12	Bacillaceae	Bacteria	897
JK079L-13-WDH_S13	Bacillaceae	Bacteria	835
JK079L-14-WDH_S14	Bacillaceae	Bacteria	829
JK079L-15_S15	Bacillaceae	Bacteria	1
JK079L-16_S16	Bacillaceae	Bacteria	2
JK079L-2_S2	Bacillaceae	Bacteria	686
JK079L-3_S3	Bacillaceae	Bacteria	853
JK079L-4_S4	Bacillaceae	Bacteria	1177
JK079L-5_S5	Bacillaceae	Bacteria	2390
JK079L-6-WDH_S6	Bacillaceae	Bacteria	1367
JK079L-7-WDH_S7	Bacillaceae	Bacteria	1546
JK079L-8_S8	Bacillaceae	Bacteria	1106
JK079L-9_S9	Bacillaceae	Bacteria	1645
JK080L-1_S17	Bacillaceae	Bacteria	816
JK080L-10_S26	Bacillaceae	Bacteria	479
JK080L-11_S27	Bacillaceae	Bacteria	4918
JK080L-12_S28	Bacillaceae	Bacteria	454
JK080L-13_S29	Bacillaceae	Bacteria	427
JK080L-14_S30	Bacillaceae	Bacteria	278
JK080L-2_S18	Bacillaceae	Bacteria	403
JK080L-3_S19	Bacillaceae	Bacteria	285
JK080L-4_S20	Bacillaceae	Bacteria	858
JK080L-6_S22	Bacillaceae	Bacteria	243
JK080L-7_S23	Bacillaceae	Bacteria	93
JK080L-8_S24	Bacillaceae	Bacteria	1592
JK080L-9_S25	Bacillaceae	Bacteria	688
JK081L-1_S1	Bacillaceae	Bacteria	2347
JK081L-11_S11	Bacillaceae	Bacteria	478
JK081L-12_S12	Bacillaceae	Bacteria	443
JK081L-13_S13	Bacillaceae	Bacteria	681
JK081L-15_S15	Bacillaceae	Bacteria	5
JK081L-2_S2	Bacillaceae	Bacteria	2067
JK081L-3_S3	Bacillaceae	Bacteria	1818
JK081L-4_S4	Bacillaceae	Bacteria	408
JK081L-6_S6	Bacillaceae	Bacteria	489
JK081L-7_S7	Bacillaceae	Bacteria	220
JK081L-8_S8	Bacillaceae	Bacteria	430
JK081L-9_S9	Bacillaceae	Bacteria	496
JK105L-6_S21	Bacillaceae	Bacteria	4338
JK109L-4_S21	Bacillaceae	Bacteria	3116
JK109L-4_S22	Bacillaceae	Bacteria	5330
JK109L-5_S30	Bacillaceae	Bacteria	897
JK109L-6_S31	Bacillaceae	Bacteria	452
JK109L-8_S33	Bacillaceae	Bacteria	2
JK115L-2_S24	Bacillaceae	Bacteria	431
JK115L-4_S23	Bacillaceae	Bacteria	607
JK115L-5_S27	Bacillaceae	Bacteria	4
JK136L-2_S2	Bacillaceae	Bacteria	276
JK136L-3_S3	Bacillaceae	Bacteria	426
JK136L-4_S4	Bacillaceae	Bacteria	2420
JK136L-5_S5	Bacillaceae	Bacteria	896
JK136L-6_S6	Bacillaceae	Bacteria	13878
JK136L-7_S7	Bacillaceae	Bacteria	500
JK136L-8_S8	Bacillaceae	Bacteria	2
JK137L-1_S9	Bacillaceae	Bacteria	622
JK137L-2_S10	Bacillaceae	Bacteria	3420
JK137L-3_S11	Bacillaceae	Bacteria	331
JK137L-4_S12	Bacillaceae	Bacteria	277
JK137L-5_S13	Bacillaceae	Bacteria	333
JK137L-6_S14	Bacillaceae	Bacteria	301
JK137L-7_S15	Bacillaceae	Bacteria	196
JK137L-8_S16	Bacillaceae	Bacteria	1
JK138L-1_S17	Bacillaceae	Bacteria	253
JK138L-2_S18	Bacillaceae	Bacteria	647
JK138L-3_S19	Bacillaceae	Bacteria	707
JK138L-4_S20	Bacillaceae	Bacteria	316
JK138L-6_S22	Bacillaceae	Bacteria	277
JK138L-7_S23	Bacillaceae	Bacteria	238
JoW001L-1_S1	Bacillaceae	Bacteria	3600
JoW001L-2_S2	Bacillaceae	Bacteria	4001
JoW001L-3_S3	Bacillaceae	Bacteria	12534
JoW001L-4_S4	Bacillaceae	Bacteria	4774
JoW001L-5_S5	Bacillaceae	Bacteria	1357
JoW001L-6_S6	Bacillaceae	Bacteria	862
JoW002L-1_S9	Bacillaceae	Bacteria	1095
JoW002L-2_S10	Bacillaceae	Bacteria	238
JoW002L-4_S12	Bacillaceae	Bacteria	2349
JoW002L-5_S13	Bacillaceae	Bacteria	11030
JoW002L-6_S14	Bacillaceae	Bacteria	1751
JoW002L-7_S15	Bacillaceae	Bacteria	1
JoW003L-1_S17	Bacillaceae	Bacteria	1437
JoW003L-2_S18	Bacillaceae	Bacteria	927
JoW003L-3_S19	Bacillaceae	Bacteria	249
JoW003L-4_S20	Bacillaceae	Bacteria	1315
JoW003L-5_S21	Bacillaceae	Bacteria	778
JoW003L-6_S22	Bacillaceae	Bacteria	422
JoW004L-1_S25	Bacillaceae	Bacteria	802
JoW004L-2_S26	Bacillaceae	Bacteria	336
JoW004L-3_S27	Bacillaceae	Bacteria	120
JoW004L-4_S28	Bacillaceae	Bacteria	56
JoW004L-5_S29	Bacillaceae	Bacteria	31
JoW004L-6_S30	Bacillaceae	Bacteria	49
JoW004L-8_S32	Bacillaceae	Bacteria	1
JoW005L-1_S33	Bacillaceae	Bacteria	11957
JoW005L-2_S34	Bacillaceae	Bacteria	11396
JoW005L-3_S35	Bacillaceae	Bacteria	3749
JoW005L-4_S36	Bacillaceae	Bacteria	5503
JoW007L-1_S1	Bacillaceae	Bacteria	62
JoW007L-2_S2	Bacillaceae	Bacteria	182
JoW007L-3_S3	Bacillaceae	Bacteria	308
JoW007L-4_S4	Bacillaceae	Bacteria	442
JoW007L-5_S5	Bacillaceae	Bacteria	8087
JoW007L-6_S6	Bacillaceae	Bacteria	25159
StB097L-01_S1	Bacillaceae	Bacteria	4568
StB097L-02_S2	Bacillaceae	Bacteria	2863
StB097L-03_S3	Bacillaceae	Bacteria	718
StB097L-04_S4	Bacillaceae	Bacteria	1474
StB097L-05_S5	Bacillaceae	Bacteria	1166
StB097L-06_S6	Bacillaceae	Bacteria	267
StB097L-07_S7	Bacillaceae	Bacteria	6
StB097L-08_S8	Bacillaceae	Bacteria	5
StB106L-01_S9	Bacillaceae	Bacteria	196
StB106L-02_S10	Bacillaceae	Bacteria	156
StB106L-04_S12	Bacillaceae	Bacteria	269
StB106L-05_S13	Bacillaceae	Bacteria	180
StB106L-06_S14	Bacillaceae	Bacteria	4
StB106L-08_S16	Bacillaceae	Bacteria	2
StB108L-01_S17	Bacillaceae	Bacteria	3824
StB108L-02_S18	Bacillaceae	Bacteria	1573
StB108L-03_S19	Bacillaceae	Bacteria	1236
StB108L-04_S20	Bacillaceae	Bacteria	7
StB108L-05_S21	Bacillaceae	Bacteria	278
StB108L-06_S22	Bacillaceae	Bacteria	12
StB108L-07_S23	Bacillaceae	Bacteria	216
StB108L-08_S24	Bacillaceae	Bacteria	25
StB109L-01_S25	Bacillaceae	Bacteria	270
StB109L-02_S26	Bacillaceae	Bacteria	411
StB109L-04_S28	Bacillaceae	Bacteria	243
StB109L-05_S29	Bacillaceae	Bacteria	331
StB109L-06_S30	Bacillaceae	Bacteria	314
StB109L-07_S31	Bacillaceae	Bacteria	20
StB109L-08_S32	Bacillaceae	Bacteria	34
WJ192L-1_S29	Bacillaceae	Bacteria	678
WJ192L-3_S30	Bacillaceae	Bacteria	1364
WJ192L-4_S31	Bacillaceae	Bacteria	1376
WJ192L-5_S32	Bacillaceae	Bacteria	2167
WJ192L-7_S34	Bacillaceae	Bacteria	1
WJ194L-2_S22	Bacillaceae	Bacteria	606
WJ194L-3_S23	Bacillaceae	Bacteria	620
WJ194L-4_S24	Bacillaceae	Bacteria	806
WJ194L-5_S25	Bacillaceae	Bacteria	976
WJ194L-6_S26	Bacillaceae	Bacteria	1463
WJ194L-7_S27	Bacillaceae	Bacteria	6
WJ195L-1_S17	Bacillaceae	Bacteria	1197
WJ195L-5_S18	Bacillaceae	Bacteria	378
WJ196L-10_S10	Bacillaceae	Bacteria	799
WJ196L-11_S11	Bacillaceae	Bacteria	2448
WJ196L-12_S12	Bacillaceae	Bacteria	2185
WJ196L-13_S13	Bacillaceae	Bacteria	1512
WJ196L-14_S14	Bacillaceae	Bacteria	2181
WJ196L-15_S15	Bacillaceae	Bacteria	711
WJ196L-2_S2	Bacillaceae	Bacteria	2
WJ196L-3_S3	Bacillaceae	Bacteria	2
WJ196L-4_S4	Bacillaceae	Bacteria	193
WJ196L-5_S5	Bacillaceae	Bacteria	350
WJ196L-6_S6	Bacillaceae	Bacteria	626
WJ196L-7_S7	Bacillaceae	Bacteria	1142
WJ196L-8_S8	Bacillaceae	Bacteria	941
WJ196L-9_S9	Bacillaceae	Bacteria	633
191011_SND405_A_L007_APMG-6-1	Burkholderiaceae	Bacteria	358
191011_SND405_A_L007_APMG-6-2	Burkholderiaceae	Bacteria	240
191011_SND405_A_L007_APMG-6-3	Burkholderiaceae	Bacteria	177
191011_SND405_A_L007_APMG-6-4	Burkholderiaceae	Bacteria	144
191011_SND405_A_L007_APMG-6-5	Burkholderiaceae	Bacteria	64
191011_SND405_A_L007_APMG-6-6	Burkholderiaceae	Bacteria	292
191011_SND405_A_L007_APMG-6-7	Burkholderiaceae	Bacteria	5
191011_SND405_A_L007_APMG-6-8	Burkholderiaceae	Bacteria	4
200313_A00902_A_L001_APMG-8-1	Burkholderiaceae	Bacteria	369
200313_A00902_A_L001_APMG-8-10	Burkholderiaceae	Bacteria	385
200313_A00902_A_L001_APMG-8-11	Burkholderiaceae	Bacteria	358
200313_A00902_A_L001_APMG-8-12	Burkholderiaceae	Bacteria	598
200313_A00902_A_L001_APMG-8-2	Burkholderiaceae	Bacteria	308
200313_A00902_A_L001_APMG-8-3	Burkholderiaceae	Bacteria	323
200313_A00902_A_L001_APMG-8-4	Burkholderiaceae	Bacteria	297
200313_A00902_A_L001_APMG-8-5	Burkholderiaceae	Bacteria	229
200313_A00902_A_L001_APMG-8-6	Burkholderiaceae	Bacteria	511
200313_A00902_A_L001_APMG-8-7	Burkholderiaceae	Bacteria	8
200313_A00902_A_L001_APMG-8-8	Burkholderiaceae	Bacteria	252
200313_A00902_A_L001_APMG-8-9	Burkholderiaceae	Bacteria	416
200313_A00902_A_L002_APMG-9-1	Burkholderiaceae	Bacteria	462
200313_A00902_A_L002_APMG-9-10	Burkholderiaceae	Bacteria	826
200313_A00902_A_L002_APMG-9-11	Burkholderiaceae	Bacteria	998
200313_A00902_A_L002_APMG-9-12	Burkholderiaceae	Bacteria	10
200313_A00902_A_L002_APMG-9-13	Burkholderiaceae	Bacteria	7
200313_A00902_A_L002_APMG-9-2	Burkholderiaceae	Bacteria	489
200313_A00902_A_L002_APMG-9-3	Burkholderiaceae	Bacteria	625
200313_A00902_A_L002_APMG-9-4	Burkholderiaceae	Bacteria	9
200313_A00902_A_L002_APMG-9-5	Burkholderiaceae	Bacteria	309
200313_A00902_A_L002_APMG-9-6	Burkholderiaceae	Bacteria	465
200313_A00902_A_L002_APMG-9-7	Burkholderiaceae	Bacteria	542
200313_A00902_A_L002_APMG-9-8	Burkholderiaceae	Bacteria	465
200313_A00902_A_L002_APMG-9-9	Burkholderiaceae	Bacteria	576
201118_A00902_B_L1-2_APMG_19_1	Burkholderiaceae	Bacteria	149506
201118_A00902_B_L1-2_APMG_19_10	Burkholderiaceae	Bacteria	2751
201118_A00902_B_L1-2_APMG_19_11	Burkholderiaceae	Bacteria	21230
201118_A00902_B_L1-2_APMG_19_12	Burkholderiaceae	Bacteria	2256
201118_A00902_B_L1-2_APMG_19_13	Burkholderiaceae	Bacteria	1805
201118_A00902_B_L1-2_APMG_19_14	Burkholderiaceae	Bacteria	1503
201118_A00902_B_L1-2_APMG_19_15	Burkholderiaceae	Bacteria	8667
201118_A00902_B_L1-2_APMG_19_16	Burkholderiaceae	Bacteria	38052
201118_A00902_B_L1-2_APMG_19_17	Burkholderiaceae	Bacteria	20053
201118_A00902_B_L1-2_APMG_19_18	Burkholderiaceae	Bacteria	34
201118_A00902_B_L1-2_APMG_19_19	Burkholderiaceae	Bacteria	7
201118_A00902_B_L1-2_APMG_19_2	Burkholderiaceae	Bacteria	134182
201118_A00902_B_L1-2_APMG_19_20	Burkholderiaceae	Bacteria	19
201118_A00902_B_L1-2_APMG_19_21	Burkholderiaceae	Bacteria	31
201118_A00902_B_L1-2_APMG_19_22	Burkholderiaceae	Bacteria	101
201118_A00902_B_L1-2_APMG_19_3	Burkholderiaceae	Bacteria	16464
201118_A00902_B_L1-2_APMG_19_4	Burkholderiaceae	Bacteria	57
201118_A00902_B_L1-2_APMG_19_5	Burkholderiaceae	Bacteria	1453
201118_A00902_B_L1-2_APMG_19_6	Burkholderiaceae	Bacteria	189208
201118_A00902_B_L1-2_APMG_19_7	Burkholderiaceae	Bacteria	1264
201118_A00902_B_L1-2_APMG_19_8	Burkholderiaceae	Bacteria	5198
201118_A00902_B_L1-2_APMG_19_9	Burkholderiaceae	Bacteria	2842
210810_A00902_B_L001_APMG-37-1	Burkholderiaceae	Bacteria	5991
210810_A00902_B_L001_APMG-37-10	Burkholderiaceae	Bacteria	1860
210810_A00902_B_L001_APMG-37-11	Burkholderiaceae	Bacteria	2620
210810_A00902_B_L001_APMG-37-12	Burkholderiaceae	Bacteria	11
210810_A00902_B_L001_APMG-37-13	Burkholderiaceae	Bacteria	8
210810_A00902_B_L001_APMG-37-15	Burkholderiaceae	Bacteria	25
210810_A00902_B_L001_APMG-37-2	Burkholderiaceae	Bacteria	14968
210810_A00902_B_L001_APMG-37-3	Burkholderiaceae	Bacteria	1676
210810_A00902_B_L001_APMG-37-4	Burkholderiaceae	Bacteria	2331
210810_A00902_B_L001_APMG-37-5	Burkholderiaceae	Bacteria	13
210810_A00902_B_L001_APMG-37-6	Burkholderiaceae	Bacteria	3593
210810_A00902_B_L001_APMG-37-7	Burkholderiaceae	Bacteria	2351
210810_A00902_B_L001_APMG-37-8	Burkholderiaceae	Bacteria	3782
210810_A00902_B_L001_APMG-37-9	Burkholderiaceae	Bacteria	3619
210810_A00902_B_L002_APMG-38-1	Burkholderiaceae	Bacteria	2223
210810_A00902_B_L002_APMG-38-10	Burkholderiaceae	Bacteria	6438
210810_A00902_B_L002_APMG-38-11	Burkholderiaceae	Bacteria	8
210810_A00902_B_L002_APMG-38-12	Burkholderiaceae	Bacteria	10
210810_A00902_B_L002_APMG-38-13	Burkholderiaceae	Bacteria	5
210810_A00902_B_L002_APMG-38-14	Burkholderiaceae	Bacteria	29
210810_A00902_B_L002_APMG-38-15	Burkholderiaceae	Bacteria	875
210810_A00902_B_L002_APMG-38-2	Burkholderiaceae	Bacteria	2550
210810_A00902_B_L002_APMG-38-3	Burkholderiaceae	Bacteria	3163
210810_A00902_B_L002_APMG-38-4	Burkholderiaceae	Bacteria	6623
210810_A00902_B_L002_APMG-38-5	Burkholderiaceae	Bacteria	4248
210810_A00902_B_L002_APMG-38-6	Burkholderiaceae	Bacteria	10
210810_A00902_B_L002_APMG-38-7	Burkholderiaceae	Bacteria	3780
210810_A00902_B_L002_APMG-38-8	Burkholderiaceae	Bacteria	8098
210810_A00902_B_L002_APMG-38-9	Burkholderiaceae	Bacteria	24534
BH193L-1_S22	Burkholderiaceae	Bacteria	4295
BH193L-2_S19	Burkholderiaceae	Bacteria	10393
BH193L-2_S20	Burkholderiaceae	Bacteria	6994
BH193L-3_S20	Burkholderiaceae	Bacteria	2321
BH193L-4_S23	Burkholderiaceae	Bacteria	10277
BH193L-5_S24	Burkholderiaceae	Bacteria	992
BH194L-1_S25	Burkholderiaceae	Bacteria	7969
BH194L-2_S26	Burkholderiaceae	Bacteria	3220
BH194L-3_S25	Burkholderiaceae	Bacteria	1663
BH194L-4_S16	Burkholderiaceae	Bacteria	3346
BH194L-4_S17	Burkholderiaceae	Bacteria	2108
BH194L-6_S26	Burkholderiaceae	Bacteria	2237
BH194L-7_S17	Burkholderiaceae	Bacteria	2371
BH194L-7_S18	Burkholderiaceae	Bacteria	1514
BH195L-1_S27	Burkholderiaceae	Bacteria	2733
BH195L-2_S18	Burkholderiaceae	Bacteria	4292
BH195L-2_S19	Burkholderiaceae	Bacteria	2702
BH195L-3_S28	Burkholderiaceae	Bacteria	5301
BH195L-4_S29	Burkholderiaceae	Bacteria	3254
BH195L-7_S31	Burkholderiaceae	Bacteria	2
EBS12	Burkholderiaceae	Bacteria	2
ELS162S7	Burkholderiaceae	Bacteria	1146
ELS163S8	Burkholderiaceae	Bacteria	675
ELS165S9	Burkholderiaceae	Bacteria	1282
ELS167S10	Burkholderiaceae	Bacteria	1149
ELS170S11	Burkholderiaceae	Bacteria	10
IE111L-1_S1	Burkholderiaceae	Bacteria	1362
IE111L-2_S2	Burkholderiaceae	Bacteria	2394
IE111L-3_S3	Burkholderiaceae	Bacteria	1212
IE111L-4_S1	Burkholderiaceae	Bacteria	1901
IE111L-5_S5	Burkholderiaceae	Bacteria	1611
IE111L-6_S6	Burkholderiaceae	Bacteria	1523
IE111L-7_S7	Burkholderiaceae	Bacteria	1281
IE111L-8_S8	Burkholderiaceae	Bacteria	1
IE112L-1_S9	Burkholderiaceae	Bacteria	2624
IE112L-2_S10	Burkholderiaceae	Bacteria	1955
IE112L-3_S11	Burkholderiaceae	Bacteria	1244
IE112L-4_S17	Burkholderiaceae	Bacteria	919
IE112L-5_S18	Burkholderiaceae	Bacteria	1435
IE112L-6_S19	Burkholderiaceae	Bacteria	1094
IE112L-7_S12	Burkholderiaceae	Bacteria	3323
IE113L-1_S13	Burkholderiaceae	Bacteria	1572
IE113L-2_S14	Burkholderiaceae	Bacteria	3776
IE113L-3_S3	Burkholderiaceae	Bacteria	2706
IE113L-4_S4	Burkholderiaceae	Bacteria	3134
IE113L-5_S5	Burkholderiaceae	Bacteria	4730
IE113L-6_S6	Burkholderiaceae	Bacteria	5901
IE113L-7_S7	Burkholderiaceae	Bacteria	5083
IE114L-1_S9	Burkholderiaceae	Bacteria	3835
IE114L-2_S10	Burkholderiaceae	Bacteria	3097
IE114L-3_S11	Burkholderiaceae	Bacteria	3295
IE114L-4_S4	Burkholderiaceae	Bacteria	6
IE114L-5_S2	Burkholderiaceae	Bacteria	4
IE114L-6_S16	Burkholderiaceae	Bacteria	6
IE114L-7_S17	Burkholderiaceae	Bacteria	8
IE114L-8_S20	Burkholderiaceae	Bacteria	2
JK079L-1_S1	Burkholderiaceae	Bacteria	19195
JK079L-10-WDH_S10	Burkholderiaceae	Bacteria	2085
JK079L-11-WDH_S11	Burkholderiaceae	Bacteria	1844
JK079L-12-WDH_S12	Burkholderiaceae	Bacteria	2379
JK079L-13-WDH_S13	Burkholderiaceae	Bacteria	3369
JK079L-14-WDH_S14	Burkholderiaceae	Bacteria	3710
JK079L-2_S2	Burkholderiaceae	Bacteria	4428
JK079L-3_S3	Burkholderiaceae	Bacteria	11816
JK079L-4_S4	Burkholderiaceae	Bacteria	2678
