sample	genus	superkingdom	taxonReads
IE111L-7_S7	Polynucleobacter	Bacteria	76
IE112L-1_S9	Polynucleobacter	Bacteria	101
IE112L-2_S10	Polynucleobacter	Bacteria	72
IE112L-3_S11	Polynucleobacter	Bacteria	57
IE112L-4_S17	Polynucleobacter	Bacteria	50
IE112L-5_S18	Polynucleobacter	Bacteria	49
IE112L-6_S19	Polynucleobacter	Bacteria	87
IE112L-7_S12	Polynucleobacter	Bacteria	198
IE113L-1_S13	Polynucleobacter	Bacteria	120
IE113L-2_S14	Polynucleobacter	Bacteria	159
IE113L-3_S3	Polynucleobacter	Bacteria	208
IE113L-4_S4	Polynucleobacter	Bacteria	204
IE113L-5_S5	Polynucleobacter	Bacteria	151
IE113L-6_S6	Polynucleobacter	Bacteria	121
IE113L-7_S7	Polynucleobacter	Bacteria	177
IE114L-1_S9	Polynucleobacter	Bacteria	135
IE114L-2_S10	Polynucleobacter	Bacteria	191
IE114L-3_S11	Polynucleobacter	Bacteria	142
JK079L-1_S1	Polynucleobacter	Bacteria	16598
JK079L-10-WDH_S10	Polynucleobacter	Bacteria	35
JK079L-11-WDH_S11	Polynucleobacter	Bacteria	89
JK079L-12-WDH_S12	Polynucleobacter	Bacteria	558
JK079L-13-WDH_S13	Polynucleobacter	Bacteria	145
JK079L-14-WDH_S14	Polynucleobacter	Bacteria	1647
JK079L-2_S2	Polynucleobacter	Bacteria	1054
JK079L-3_S3	Polynucleobacter	Bacteria	9579
JK079L-4_S4	Polynucleobacter	Bacteria	29
JK079L-5_S5	Polynucleobacter	Bacteria	47
JK079L-6-WDH_S6	Polynucleobacter	Bacteria	85
JK079L-7-WDH_S7	Polynucleobacter	Bacteria	50
JK079L-8_S8	Polynucleobacter	Bacteria	10017
JK079L-9_S9	Polynucleobacter	Bacteria	134
JK080L-1_S17	Polynucleobacter	Bacteria	795
JK080L-10_S26	Polynucleobacter	Bacteria	66
JK080L-11_S27	Polynucleobacter	Bacteria	14
JK080L-12_S28	Polynucleobacter	Bacteria	72
JK080L-13_S29	Polynucleobacter	Bacteria	60
JK080L-14_S30	Polynucleobacter	Bacteria	80
JK080L-2_S18	Polynucleobacter	Bacteria	590
JK080L-3_S19	Polynucleobacter	Bacteria	238
JK080L-4_S20	Polynucleobacter	Bacteria	566
JK080L-6_S22	Polynucleobacter	Bacteria	2169
JK080L-7_S23	Polynucleobacter	Bacteria	154
JK080L-8_S24	Polynucleobacter	Bacteria	13
JK080L-9_S25	Polynucleobacter	Bacteria	44
JK081L-1_S1	Polynucleobacter	Bacteria	4422
JK081L-11_S11	Polynucleobacter	Bacteria	28
JK081L-12_S12	Polynucleobacter	Bacteria	77
JK081L-13_S13	Polynucleobacter	Bacteria	395
JK081L-2_S2	Polynucleobacter	Bacteria	619
JK081L-3_S3	Polynucleobacter	Bacteria	264
JK081L-4_S4	Polynucleobacter	Bacteria	57
JK081L-6_S6	Polynucleobacter	Bacteria	78
JK081L-7_S7	Polynucleobacter	Bacteria	79
JK081L-8_S8	Polynucleobacter	Bacteria	41
JK081L-9_S9	Polynucleobacter	Bacteria	88
JK105L-6_S21	Polynucleobacter	Bacteria	66133
JK109L-4_S21	Polynucleobacter	Bacteria	375
JK109L-4_S22	Polynucleobacter	Bacteria	637
JK109L-5_S30	Polynucleobacter	Bacteria	9560
JK109L-6_S31	Polynucleobacter	Bacteria	285
JK109L-8_S33	Polynucleobacter	Bacteria	1
JK115L-2_S24	Polynucleobacter	Bacteria	157
JK115L-4_S23	Polynucleobacter	Bacteria	109
JK115L-8_S34	Polynucleobacter	Bacteria	1
JK136L-2_S2	Polynucleobacter	Bacteria	50
JK136L-3_S3	Polynucleobacter	Bacteria	157
JK136L-4_S4	Polynucleobacter	Bacteria	156
JK136L-5_S5	Polynucleobacter	Bacteria	323
JK136L-6_S6	Polynucleobacter	Bacteria	297
JK136L-7_S7	Polynucleobacter	Bacteria	164
JK137L-1_S9	Polynucleobacter	Bacteria	100
JK137L-2_S10	Polynucleobacter	Bacteria	98
JK137L-3_S11	Polynucleobacter	Bacteria	87
JK137L-4_S12	Polynucleobacter	Bacteria	111
JK137L-5_S13	Polynucleobacter	Bacteria	289
JK137L-6_S14	Polynucleobacter	Bacteria	36
JK137L-7_S15	Polynucleobacter	Bacteria	22
JK138L-1_S17	Polynucleobacter	Bacteria	26
JK138L-2_S18	Polynucleobacter	Bacteria	37
JK138L-3_S19	Polynucleobacter	Bacteria	57
JK138L-4_S20	Polynucleobacter	Bacteria	46
JK138L-6_S22	Polynucleobacter	Bacteria	145
JK138L-7_S23	Polynucleobacter	Bacteria	23
JoW001L-1_S1	Polynucleobacter	Bacteria	493
JoW001L-2_S2	Polynucleobacter	Bacteria	390
JoW001L-3_S3	Polynucleobacter	Bacteria	267
JoW001L-4_S4	Polynucleobacter	Bacteria	565
JoW001L-5_S5	Polynucleobacter	Bacteria	632
JoW001L-6_S6	Polynucleobacter	Bacteria	552
JoW002L-1_S9	Polynucleobacter	Bacteria	51
JoW002L-2_S10	Polynucleobacter	Bacteria	111
JoW002L-4_S12	Polynucleobacter	Bacteria	430
JoW002L-5_S13	Polynucleobacter	Bacteria	56
JoW002L-6_S14	Polynucleobacter	Bacteria	289
JoW003L-1_S17	Polynucleobacter	Bacteria	31
JoW003L-2_S18	Polynucleobacter	Bacteria	127
JoW003L-3_S19	Polynucleobacter	Bacteria	163
JoW003L-4_S20	Polynucleobacter	Bacteria	173
JoW003L-5_S21	Polynucleobacter	Bacteria	207
JoW003L-6_S22	Polynucleobacter	Bacteria	76
JoW004L-1_S25	Polynucleobacter	Bacteria	135
JoW004L-2_S26	Polynucleobacter	Bacteria	204
JoW004L-3_S27	Polynucleobacter	Bacteria	32
JoW004L-4_S28	Polynucleobacter	Bacteria	15
JoW004L-5_S29	Polynucleobacter	Bacteria	6
JoW004L-6_S30	Polynucleobacter	Bacteria	12
JoW005L-1_S33	Polynucleobacter	Bacteria	627
JoW005L-2_S34	Polynucleobacter	Bacteria	251
JoW005L-3_S35	Polynucleobacter	Bacteria	57
JoW005L-4_S36	Polynucleobacter	Bacteria	156
JoW007L-1_S1	Polynucleobacter	Bacteria	22
JoW007L-2_S2	Polynucleobacter	Bacteria	79
JoW007L-3_S3	Polynucleobacter	Bacteria	51
JoW007L-4_S4	Polynucleobacter	Bacteria	143
JoW007L-5_S5	Polynucleobacter	Bacteria	55
JoW007L-6_S6	Polynucleobacter	Bacteria	84
StB097L-01_S1	Polynucleobacter	Bacteria	254
StB097L-02_S2	Polynucleobacter	Bacteria	214
StB097L-03_S3	Polynucleobacter	Bacteria	114
StB097L-04_S4	Polynucleobacter	Bacteria	86
StB097L-05_S5	Polynucleobacter	Bacteria	97
StB097L-06_S6	Polynucleobacter	Bacteria	48
StB106L-01_S9	Polynucleobacter	Bacteria	36
StB106L-02_S10	Polynucleobacter	Bacteria	21
StB106L-04_S12	Polynucleobacter	Bacteria	110
StB106L-05_S13	Polynucleobacter	Bacteria	31
StB106L-06_S14	Polynucleobacter	Bacteria	1
StB108L-01_S17	Polynucleobacter	Bacteria	72
StB108L-02_S18	Polynucleobacter	Bacteria	222
StB108L-03_S19	Polynucleobacter	Bacteria	178
StB108L-05_S21	Polynucleobacter	Bacteria	201
StB108L-07_S23	Polynucleobacter	Bacteria	22
StB108L-08_S24	Polynucleobacter	Bacteria	1
StB109L-01_S25	Polynucleobacter	Bacteria	44
StB109L-02_S26	Polynucleobacter	Bacteria	68
StB109L-04_S28	Polynucleobacter	Bacteria	31
StB109L-05_S29	Polynucleobacter	Bacteria	86
StB109L-06_S30	Polynucleobacter	Bacteria	144
StB109L-08_S32	Polynucleobacter	Bacteria	3
WJ192L-1_S29	Polynucleobacter	Bacteria	17
WJ192L-3_S30	Polynucleobacter	Bacteria	6
WJ192L-4_S31	Polynucleobacter	Bacteria	10
WJ192L-5_S32	Polynucleobacter	Bacteria	84
WJ192L-6_S33	Polynucleobacter	Bacteria	1
WJ194L-2_S22	Polynucleobacter	Bacteria	56
WJ194L-3_S23	Polynucleobacter	Bacteria	13
WJ194L-4_S24	Polynucleobacter	Bacteria	16
WJ194L-5_S25	Polynucleobacter	Bacteria	8
WJ194L-6_S26	Polynucleobacter	Bacteria	6
WJ195L-1_S17	Polynucleobacter	Bacteria	9
WJ195L-5_S18	Polynucleobacter	Bacteria	1
WJ196L-10_S10	Polynucleobacter	Bacteria	11
WJ196L-11_S11	Polynucleobacter	Bacteria	24
WJ196L-12_S12	Polynucleobacter	Bacteria	11
WJ196L-13_S13	Polynucleobacter	Bacteria	14
WJ196L-14_S14	Polynucleobacter	Bacteria	7
WJ196L-15_S15	Polynucleobacter	Bacteria	29
WJ196L-3_S3	Polynucleobacter	Bacteria	1
WJ196L-4_S4	Polynucleobacter	Bacteria	17
WJ196L-5_S5	Polynucleobacter	Bacteria	11
WJ196L-6_S6	Polynucleobacter	Bacteria	234
WJ196L-7_S7	Polynucleobacter	Bacteria	38
WJ196L-8_S8	Polynucleobacter	Bacteria	48
WJ196L-9_S9	Polynucleobacter	Bacteria	10
191011_SND405_A_L007_APMG-6-1	Pseudomonas	Bacteria	452
191011_SND405_A_L007_APMG-6-2	Pseudomonas	Bacteria	387
191011_SND405_A_L007_APMG-6-3	Pseudomonas	Bacteria	208
191011_SND405_A_L007_APMG-6-4	Pseudomonas	Bacteria	237
191011_SND405_A_L007_APMG-6-5	Pseudomonas	Bacteria	70
191011_SND405_A_L007_APMG-6-6	Pseudomonas	Bacteria	411
191011_SND405_A_L007_APMG-6-8	Pseudomonas	Bacteria	2
200313_A00902_A_L001_APMG-8-1	Pseudomonas	Bacteria	969
200313_A00902_A_L001_APMG-8-10	Pseudomonas	Bacteria	2049
200313_A00902_A_L001_APMG-8-11	Pseudomonas	Bacteria	296
200313_A00902_A_L001_APMG-8-12	Pseudomonas	Bacteria	537
200313_A00902_A_L001_APMG-8-2	Pseudomonas	Bacteria	308
200313_A00902_A_L001_APMG-8-3	Pseudomonas	Bacteria	451
200313_A00902_A_L001_APMG-8-4	Pseudomonas	Bacteria	342
200313_A00902_A_L001_APMG-8-5	Pseudomonas	Bacteria	303
200313_A00902_A_L001_APMG-8-6	Pseudomonas	Bacteria	457
200313_A00902_A_L001_APMG-8-7	Pseudomonas	Bacteria	5
200313_A00902_A_L001_APMG-8-8	Pseudomonas	Bacteria	287
200313_A00902_A_L001_APMG-8-9	Pseudomonas	Bacteria	476
200313_A00902_A_L002_APMG-9-1	Pseudomonas	Bacteria	448
200313_A00902_A_L002_APMG-9-10	Pseudomonas	Bacteria	1434
200313_A00902_A_L002_APMG-9-11	Pseudomonas	Bacteria	622
200313_A00902_A_L002_APMG-9-12	Pseudomonas	Bacteria	1
200313_A00902_A_L002_APMG-9-13	Pseudomonas	Bacteria	2
200313_A00902_A_L002_APMG-9-2	Pseudomonas	Bacteria	526
200313_A00902_A_L002_APMG-9-3	Pseudomonas	Bacteria	658
200313_A00902_A_L002_APMG-9-4	Pseudomonas	Bacteria	1
200313_A00902_A_L002_APMG-9-5	Pseudomonas	Bacteria	338
200313_A00902_A_L002_APMG-9-6	Pseudomonas	Bacteria	818
200313_A00902_A_L002_APMG-9-7	Pseudomonas	Bacteria	1050
200313_A00902_A_L002_APMG-9-8	Pseudomonas	Bacteria	614
200313_A00902_A_L002_APMG-9-9	Pseudomonas	Bacteria	1274
201118_A00902_B_L1-2_APMG_19_1	Pseudomonas	Bacteria	27143
201118_A00902_B_L1-2_APMG_19_10	Pseudomonas	Bacteria	7092
201118_A00902_B_L1-2_APMG_19_11	Pseudomonas	Bacteria	4409
201118_A00902_B_L1-2_APMG_19_12	Pseudomonas	Bacteria	3216
201118_A00902_B_L1-2_APMG_19_13	Pseudomonas	Bacteria	5574
201118_A00902_B_L1-2_APMG_19_14	Pseudomonas	Bacteria	2235
201118_A00902_B_L1-2_APMG_19_15	Pseudomonas	Bacteria	1125059
201118_A00902_B_L1-2_APMG_19_16	Pseudomonas	Bacteria	576418
201118_A00902_B_L1-2_APMG_19_17	Pseudomonas	Bacteria	13879
201118_A00902_B_L1-2_APMG_19_18	Pseudomonas	Bacteria	195
201118_A00902_B_L1-2_APMG_19_19	Pseudomonas	Bacteria	83
201118_A00902_B_L1-2_APMG_19_2	Pseudomonas	Bacteria	2056
201118_A00902_B_L1-2_APMG_19_20	Pseudomonas	Bacteria	150
201118_A00902_B_L1-2_APMG_19_21	Pseudomonas	Bacteria	86
201118_A00902_B_L1-2_APMG_19_22	Pseudomonas	Bacteria	39
201118_A00902_B_L1-2_APMG_19_3	Pseudomonas	Bacteria	4393
201118_A00902_B_L1-2_APMG_19_4	Pseudomonas	Bacteria	550
201118_A00902_B_L1-2_APMG_19_5	Pseudomonas	Bacteria	10971
201118_A00902_B_L1-2_APMG_19_6	Pseudomonas	Bacteria	2172
201118_A00902_B_L1-2_APMG_19_7	Pseudomonas	Bacteria	703
201118_A00902_B_L1-2_APMG_19_8	Pseudomonas	Bacteria	3703
201118_A00902_B_L1-2_APMG_19_9	Pseudomonas	Bacteria	1871
210810_A00902_B_L001_APMG-37-1	Pseudomonas	Bacteria	1221
210810_A00902_B_L001_APMG-37-10	Pseudomonas	Bacteria	15581
210810_A00902_B_L001_APMG-37-11	Pseudomonas	Bacteria	2048
210810_A00902_B_L001_APMG-37-12	Pseudomonas	Bacteria	119
210810_A00902_B_L001_APMG-37-13	Pseudomonas	Bacteria	254
210810_A00902_B_L001_APMG-37-14	Pseudomonas	Bacteria	18
210810_A00902_B_L001_APMG-37-15	Pseudomonas	Bacteria	75
210810_A00902_B_L001_APMG-37-2	Pseudomonas	Bacteria	1131
210810_A00902_B_L001_APMG-37-3	Pseudomonas	Bacteria	844
210810_A00902_B_L001_APMG-37-4	Pseudomonas	Bacteria	1963
210810_A00902_B_L001_APMG-37-5	Pseudomonas	Bacteria	28
210810_A00902_B_L001_APMG-37-6	Pseudomonas	Bacteria	135327
210810_A00902_B_L001_APMG-37-7	Pseudomonas	Bacteria	68513
210810_A00902_B_L001_APMG-37-8	Pseudomonas	Bacteria	2062
210810_A00902_B_L001_APMG-37-9	Pseudomonas	Bacteria	1963
210810_A00902_B_L002_APMG-38-1	Pseudomonas	Bacteria	1031
210810_A00902_B_L002_APMG-38-10	Pseudomonas	Bacteria	3294
210810_A00902_B_L002_APMG-38-11	Pseudomonas	Bacteria	132
210810_A00902_B_L002_APMG-38-12	Pseudomonas	Bacteria	281
210810_A00902_B_L002_APMG-38-13	Pseudomonas	Bacteria	91
210810_A00902_B_L002_APMG-38-14	Pseudomonas	Bacteria	130
210810_A00902_B_L002_APMG-38-15	Pseudomonas	Bacteria	632
210810_A00902_B_L002_APMG-38-2	Pseudomonas	Bacteria	1344
210810_A00902_B_L002_APMG-38-3	Pseudomonas	Bacteria	1234
210810_A00902_B_L002_APMG-38-4	Pseudomonas	Bacteria	2165
210810_A00902_B_L002_APMG-38-5	Pseudomonas	Bacteria	22642
210810_A00902_B_L002_APMG-38-6	Pseudomonas	Bacteria	52
210810_A00902_B_L002_APMG-38-7	Pseudomonas	Bacteria	2538
210810_A00902_B_L002_APMG-38-8	Pseudomonas	Bacteria	2644
210810_A00902_B_L002_APMG-38-9	Pseudomonas	Bacteria	2881
BH193L-1_S22	Pseudomonas	Bacteria	924
BH193L-2_S19	Pseudomonas	Bacteria	16673
BH193L-2_S20	Pseudomonas	Bacteria	11331
BH193L-3_S20	Pseudomonas	Bacteria	1080
BH193L-4_S23	Pseudomonas	Bacteria	684
BH193L-5_S24	Pseudomonas	Bacteria	480
BH194L-1_S25	Pseudomonas	Bacteria	3903
BH194L-2_S26	Pseudomonas	Bacteria	2578
BH194L-3_S25	Pseudomonas	Bacteria	818
BH194L-4_S16	Pseudomonas	Bacteria	1691
BH194L-4_S17	Pseudomonas	Bacteria	1099
BH194L-6_S26	Pseudomonas	Bacteria	1106
BH194L-7_S17	Pseudomonas	Bacteria	1184
BH194L-7_S18	Pseudomonas	Bacteria	817
BH195L-1_S27	Pseudomonas	Bacteria	1010
BH195L-2_S18	Pseudomonas	Bacteria	2475
BH195L-2_S19	Pseudomonas	Bacteria	1507
BH195L-3_S28	Pseudomonas	Bacteria	1852
BH195L-4_S29	Pseudomonas	Bacteria	16740
BH195L-7_S31	Pseudomonas	Bacteria	24
EBS12	Pseudomonas	Bacteria	12
ELS162S7	Pseudomonas	Bacteria	2345
ELS163S8	Pseudomonas	Bacteria	2525
ELS165S9	Pseudomonas	Bacteria	500414
ELS167S10	Pseudomonas	Bacteria	5238
ELS170S11	Pseudomonas	Bacteria	305
IE111L-1_S1	Pseudomonas	Bacteria	21208
IE111L-2_S2	Pseudomonas	Bacteria	2787
IE111L-3_S3	Pseudomonas	Bacteria	4056
IE111L-4_S1	Pseudomonas	Bacteria	7842
IE111L-5_S5	Pseudomonas	Bacteria	20353
IE111L-6_S6	Pseudomonas	Bacteria	399274
IE111L-7_S7	Pseudomonas	Bacteria	19740
IE111L-8_S8	Pseudomonas	Bacteria	1
IE112L-1_S9	Pseudomonas	Bacteria	154958
IE112L-2_S10	Pseudomonas	Bacteria	2013
IE112L-3_S11	Pseudomonas	Bacteria	2275
IE112L-4_S17	Pseudomonas	Bacteria	2169
IE112L-5_S18	Pseudomonas	Bacteria	503772
IE112L-6_S19	Pseudomonas	Bacteria	3135
IE112L-7_S12	Pseudomonas	Bacteria	41033
IE112L-8_S15	Pseudomonas	Bacteria	2
IE113L-1_S13	Pseudomonas	Bacteria	3370
IE113L-2_S14	Pseudomonas	Bacteria	5153
IE113L-3_S3	Pseudomonas	Bacteria	3856
IE113L-4_S4	Pseudomonas	Bacteria	3853
IE113L-5_S5	Pseudomonas	Bacteria	32178
IE113L-6_S6	Pseudomonas	Bacteria	4887
IE113L-7_S7	Pseudomonas	Bacteria	15316
IE114L-1_S9	Pseudomonas	Bacteria	3487
IE114L-2_S10	Pseudomonas	Bacteria	4455
IE114L-3_S11	Pseudomonas	Bacteria	4256
IE114L-4_S4	Pseudomonas	Bacteria	6
IE114L-5_S2	Pseudomonas	Bacteria	1
IE114L-6_S16	Pseudomonas	Bacteria	4
IE114L-7_S17	Pseudomonas	Bacteria	7
IE114L-8_S20	Pseudomonas	Bacteria	5
IE115L-3_S19	Pseudomonas	Bacteria	3
JK079L-1_S1	Pseudomonas	Bacteria	77612
JK079L-10-WDH_S10	Pseudomonas	Bacteria	123156
JK079L-11-WDH_S11	Pseudomonas	Bacteria	534089
JK079L-12-WDH_S12	Pseudomonas	Bacteria	275974
JK079L-13-WDH_S13	Pseudomonas	Bacteria	181629
JK079L-14-WDH_S14	Pseudomonas	Bacteria	101957
JK079L-15_S15	Pseudomonas	Bacteria	5
JK079L-16_S16	Pseudomonas	Bacteria	2
JK079L-2_S2	Pseudomonas	Bacteria	47537
JK079L-3_S3	Pseudomonas	Bacteria	41464
JK079L-4_S4	Pseudomonas	Bacteria	1926
JK079L-5_S5	Pseudomonas	Bacteria	24881
JK079L-6-WDH_S6	Pseudomonas	Bacteria	33309
JK079L-7-WDH_S7	Pseudomonas	Bacteria	2471
JK079L-8_S8	Pseudomonas	Bacteria	29039
JK079L-9_S9	Pseudomonas	Bacteria	10777
JK080L-1_S17	Pseudomonas	Bacteria	52578
JK080L-10_S26	Pseudomonas	Bacteria	52402
JK080L-11_S27	Pseudomonas	Bacteria	5866
JK080L-12_S28	Pseudomonas	Bacteria	1935
JK080L-13_S29	Pseudomonas	Bacteria	7942
JK080L-14_S30	Pseudomonas	Bacteria	2207
JK080L-16_S32	Pseudomonas	Bacteria	1
JK080L-2_S18	Pseudomonas	Bacteria	162333
JK080L-3_S19	Pseudomonas	Bacteria	2746294
JK080L-4_S20	Pseudomonas	Bacteria	251531
JK080L-6_S22	Pseudomonas	Bacteria	43711
JK080L-7_S23	Pseudomonas	Bacteria	1104
JK080L-8_S24	Pseudomonas	Bacteria	122371
JK080L-9_S25	Pseudomonas	Bacteria	21871
JK081L-1_S1	Pseudomonas	Bacteria	3428
JK081L-10_S10	Pseudomonas	Bacteria	2
JK081L-11_S11	Pseudomonas	Bacteria	1519
JK081L-12_S12	Pseudomonas	Bacteria	73282
JK081L-13_S13	Pseudomonas	Bacteria	1530
JK081L-14_S14	Pseudomonas	Bacteria	2
JK081L-15_S15	Pseudomonas	Bacteria	5
JK081L-2_S2	Pseudomonas	Bacteria	242133
JK081L-3_S3	Pseudomonas	Bacteria	615
JK081L-4_S4	Pseudomonas	Bacteria	2117
JK081L-6_S6	Pseudomonas	Bacteria	2439
JK081L-7_S7	Pseudomonas	Bacteria	2830
JK081L-8_S8	Pseudomonas	Bacteria	42556
JK081L-9_S9	Pseudomonas	Bacteria	1541
JK105L-6_S21	Pseudomonas	Bacteria	5271
JK109L-4_S21	Pseudomonas	Bacteria	936
JK109L-4_S22	Pseudomonas	Bacteria	1651
JK109L-5_S30	Pseudomonas	Bacteria	1268
JK109L-6_S31	Pseudomonas	Bacteria	1669
JK109L-8_S33	Pseudomonas	Bacteria	15
JK115L-2_S24	Pseudomonas	Bacteria	4335
JK115L-4_S23	Pseudomonas	Bacteria	3075
JK115L-5_S27	Pseudomonas	Bacteria	16
JK115L-8_S34	Pseudomonas	Bacteria	4
JK136L-2_S2	Pseudomonas	Bacteria	1566
JK136L-3_S3	Pseudomonas	Bacteria	3220
JK136L-4_S4	Pseudomonas	Bacteria	8430
JK136L-5_S5	Pseudomonas	Bacteria	2945
JK136L-6_S6	Pseudomonas	Bacteria	1195
JK136L-7_S7	Pseudomonas	Bacteria	9468
JK137L-1_S9	Pseudomonas	Bacteria	12165
JK137L-2_S10	Pseudomonas	Bacteria	1574
JK137L-3_S11	Pseudomonas	Bacteria	6634
JK137L-4_S12	Pseudomonas	Bacteria	45049
JK137L-5_S13	Pseudomonas	Bacteria	138867
JK137L-6_S14	Pseudomonas	Bacteria	61625
JK137L-7_S15	Pseudomonas	Bacteria	27354
JK138L-1_S17	Pseudomonas	Bacteria	50271
JK138L-2_S18	Pseudomonas	Bacteria	35947
JK138L-3_S19	Pseudomonas	Bacteria	51456
JK138L-4_S20	Pseudomonas	Bacteria	23648
JK138L-6_S22	Pseudomonas	Bacteria	32877
JK138L-7_S23	Pseudomonas	Bacteria	17624
JK138L-8_S24	Pseudomonas	Bacteria	1
JoW001L-1_S1	Pseudomonas	Bacteria	1864
JoW001L-2_S2	Pseudomonas	Bacteria	2933
JoW001L-3_S3	Pseudomonas	Bacteria	4960
JoW001L-4_S4	Pseudomonas	Bacteria	1774
JoW001L-5_S5	Pseudomonas	Bacteria	2056
JoW001L-6_S6	Pseudomonas	Bacteria	690
JoW002L-1_S9	Pseudomonas	Bacteria	2230
JoW002L-2_S10	Pseudomonas	Bacteria	1249
JoW002L-3_S11	Pseudomonas	Bacteria	1
JoW002L-4_S12	Pseudomonas	Bacteria	642
JoW002L-5_S13	Pseudomonas	Bacteria	2550
JoW002L-6_S14	Pseudomonas	Bacteria	1113
JoW002L-7_S15	Pseudomonas	Bacteria	3
JoW002L-8_S16	Pseudomonas	Bacteria	2
JoW003L-1_S17	Pseudomonas	Bacteria	2344
JoW003L-2_S18	Pseudomonas	Bacteria	475
JoW003L-3_S19	Pseudomonas	Bacteria	423
JoW003L-4_S20	Pseudomonas	Bacteria	644
JoW003L-5_S21	Pseudomonas	Bacteria	426
JoW003L-6_S22	Pseudomonas	Bacteria	243
JoW003L-8_S24	Pseudomonas	Bacteria	1
JoW004L-1_S25	Pseudomonas	Bacteria	206
JoW004L-2_S26	Pseudomonas	Bacteria	374
JoW004L-3_S27	Pseudomonas	Bacteria	165
JoW004L-4_S28	Pseudomonas	Bacteria	134
JoW004L-5_S29	Pseudomonas	Bacteria	46
JoW004L-6_S30	Pseudomonas	Bacteria	141
JoW005L-1_S33	Pseudomonas	Bacteria	2600
JoW005L-2_S34	Pseudomonas	Bacteria	7958
JoW005L-3_S35	Pseudomonas	Bacteria	550
JoW005L-4_S36	Pseudomonas	Bacteria	925
JoW005L-5_S37	Pseudomonas	Bacteria	10
JoW007L-1_S1	Pseudomonas	Bacteria	122
JoW007L-2_S2	Pseudomonas	Bacteria	296
JoW007L-3_S3	Pseudomonas	Bacteria	219
JoW007L-4_S4	Pseudomonas	Bacteria	471
JoW007L-5_S5	Pseudomonas	Bacteria	1744
JoW007L-6_S6	Pseudomonas	Bacteria	3775
StB097L-01_S1	Pseudomonas	Bacteria	27030
StB097L-02_S2	Pseudomonas	Bacteria	2449
StB097L-03_S3	Pseudomonas	Bacteria	8077
StB097L-04_S4	Pseudomonas	Bacteria	1094
StB097L-05_S5	Pseudomonas	Bacteria	1651
StB097L-06_S6	Pseudomonas	Bacteria	1233
StB097L-07_S7	Pseudomonas	Bacteria	342
StB097L-08_S8	Pseudomonas	Bacteria	49
StB106L-01_S9	Pseudomonas	Bacteria	762
StB106L-02_S10	Pseudomonas	Bacteria	1045
StB106L-04_S12	Pseudomonas	Bacteria	1681
StB106L-05_S13	Pseudomonas	Bacteria	2714
StB106L-06_S14	Pseudomonas	Bacteria	58
StB106L-08_S16	Pseudomonas	Bacteria	90
StB108L-01_S17	Pseudomonas	Bacteria	1015
StB108L-02_S18	Pseudomonas	Bacteria	3945
StB108L-03_S19	Pseudomonas	Bacteria	11342
StB108L-04_S20	Pseudomonas	Bacteria	35
StB108L-05_S21	Pseudomonas	Bacteria	2145
StB108L-06_S22	Pseudomonas	Bacteria	68
StB108L-07_S23	Pseudomonas	Bacteria	16885
StB108L-08_S24	Pseudomonas	Bacteria	43
StB109L-01_S25	Pseudomonas	Bacteria	17518
StB109L-02_S26	Pseudomonas	Bacteria	72267
StB109L-03_S27	Pseudomonas	Bacteria	4
StB109L-04_S28	Pseudomonas	Bacteria	21678
StB109L-05_S29	Pseudomonas	Bacteria	48557
StB109L-06_S30	Pseudomonas	Bacteria	21144
StB109L-07_S31	Pseudomonas	Bacteria	198
StB109L-08_S32	Pseudomonas	Bacteria	169
WJ192L-1_S29	Pseudomonas	Bacteria	1148
WJ192L-3_S30	Pseudomonas	Bacteria	736
WJ192L-4_S31	Pseudomonas	Bacteria	711
WJ192L-5_S32	Pseudomonas	Bacteria	1648
WJ192L-6_S33	Pseudomonas	Bacteria	2
WJ192L-7_S34	Pseudomonas	Bacteria	7
WJ194L-2_S22	Pseudomonas	Bacteria	393
WJ194L-3_S23	Pseudomonas	Bacteria	617
WJ194L-4_S24	Pseudomonas	Bacteria	651
WJ194L-5_S25	Pseudomonas	Bacteria	725
WJ194L-6_S26	Pseudomonas	Bacteria	801
WJ194L-7_S27	Pseudomonas	Bacteria	15
WJ195L-1_S17	Pseudomonas	Bacteria	1265
WJ195L-5_S18	Pseudomonas	Bacteria	294
WJ195L-7_S19	Pseudomonas	Bacteria	3
WJ196L-1_S1	Pseudomonas	Bacteria	4
WJ196L-10_S10	Pseudomonas	Bacteria	280
WJ196L-11_S11	Pseudomonas	Bacteria	1597
WJ196L-12_S12	Pseudomonas	Bacteria	1239
WJ196L-13_S13	Pseudomonas	Bacteria	1212
WJ196L-14_S14	Pseudomonas	Bacteria	1207
WJ196L-15_S15	Pseudomonas	Bacteria	872
WJ196L-16_S16	Pseudomonas	Bacteria	2
WJ196L-2_S2	Pseudomonas	Bacteria	1
WJ196L-3_S3	Pseudomonas	Bacteria	5
WJ196L-4_S4	Pseudomonas	Bacteria	159
WJ196L-5_S5	Pseudomonas	Bacteria	128
WJ196L-6_S6	Pseudomonas	Bacteria	241
WJ196L-7_S7	Pseudomonas	Bacteria	239
WJ196L-8_S8	Pseudomonas	Bacteria	280
WJ196L-9_S9	Pseudomonas	Bacteria	357
191011_SND405_A_L007_APMG-6-1	Psychrobacillus	Bacteria	15
191011_SND405_A_L007_APMG-6-2	Psychrobacillus	Bacteria	284
