sample	class	superkingdom	taxonReads
210810_A00902_B_L002_APMG-38-4	Acidithiobacillia	Bacteria	452
210810_A00902_B_L002_APMG-38-5	Acidithiobacillia	Bacteria	306
210810_A00902_B_L002_APMG-38-7	Acidithiobacillia	Bacteria	132
210810_A00902_B_L002_APMG-38-8	Acidithiobacillia	Bacteria	551
210810_A00902_B_L002_APMG-38-9	Acidithiobacillia	Bacteria	251
BH193L-1_S22	Acidithiobacillia	Bacteria	19
BH193L-2_S19	Acidithiobacillia	Bacteria	131
BH193L-2_S20	Acidithiobacillia	Bacteria	92
BH193L-3_S20	Acidithiobacillia	Bacteria	78
BH193L-4_S23	Acidithiobacillia	Bacteria	62
BH193L-5_S24	Acidithiobacillia	Bacteria	141
BH194L-1_S25	Acidithiobacillia	Bacteria	1906
BH194L-2_S26	Acidithiobacillia	Bacteria	1070
BH194L-3_S25	Acidithiobacillia	Bacteria	36
BH194L-4_S16	Acidithiobacillia	Bacteria	137
BH194L-4_S17	Acidithiobacillia	Bacteria	96
BH194L-6_S26	Acidithiobacillia	Bacteria	104
BH194L-7_S17	Acidithiobacillia	Bacteria	151
BH194L-7_S18	Acidithiobacillia	Bacteria	92
BH195L-1_S27	Acidithiobacillia	Bacteria	770
BH195L-2_S18	Acidithiobacillia	Bacteria	382
BH195L-2_S19	Acidithiobacillia	Bacteria	239
BH195L-3_S28	Acidithiobacillia	Bacteria	396
BH195L-4_S29	Acidithiobacillia	Bacteria	255
ELS162S7	Acidithiobacillia	Bacteria	34
ELS163S8	Acidithiobacillia	Bacteria	28
ELS165S9	Acidithiobacillia	Bacteria	31
ELS167S10	Acidithiobacillia	Bacteria	43
IE111L-1_S1	Acidithiobacillia	Bacteria	43
IE111L-2_S2	Acidithiobacillia	Bacteria	45
IE111L-3_S3	Acidithiobacillia	Bacteria	56
IE111L-4_S1	Acidithiobacillia	Bacteria	76
IE111L-5_S5	Acidithiobacillia	Bacteria	62
IE111L-6_S6	Acidithiobacillia	Bacteria	32
IE111L-7_S7	Acidithiobacillia	Bacteria	42
IE112L-1_S9	Acidithiobacillia	Bacteria	161
IE112L-2_S10	Acidithiobacillia	Bacteria	60
IE112L-3_S11	Acidithiobacillia	Bacteria	40
IE112L-4_S17	Acidithiobacillia	Bacteria	31
IE112L-5_S18	Acidithiobacillia	Bacteria	16
IE112L-6_S19	Acidithiobacillia	Bacteria	36
IE112L-7_S12	Acidithiobacillia	Bacteria	232
IE113L-1_S13	Acidithiobacillia	Bacteria	40
IE113L-2_S14	Acidithiobacillia	Bacteria	105
IE113L-3_S3	Acidithiobacillia	Bacteria	63
IE113L-4_S4	Acidithiobacillia	Bacteria	214
IE113L-5_S5	Acidithiobacillia	Bacteria	65
IE113L-6_S6	Acidithiobacillia	Bacteria	71
IE113L-7_S7	Acidithiobacillia	Bacteria	308
IE114L-1_S9	Acidithiobacillia	Bacteria	355
IE114L-2_S10	Acidithiobacillia	Bacteria	105
IE114L-3_S11	Acidithiobacillia	Bacteria	171
IE114L-7_S17	Acidithiobacillia	Bacteria	1
JK079L-1_S1	Acidithiobacillia	Bacteria	86
JK079L-10-WDH_S10	Acidithiobacillia	Bacteria	68
JK079L-11-WDH_S11	Acidithiobacillia	Bacteria	53
JK079L-12-WDH_S12	Acidithiobacillia	Bacteria	62
JK079L-13-WDH_S13	Acidithiobacillia	Bacteria	86
JK079L-14-WDH_S14	Acidithiobacillia	Bacteria	73
JK079L-2_S2	Acidithiobacillia	Bacteria	56
JK079L-3_S3	Acidithiobacillia	Bacteria	47
JK079L-4_S4	Acidithiobacillia	Bacteria	28
JK079L-5_S5	Acidithiobacillia	Bacteria	37
JK079L-6-WDH_S6	Acidithiobacillia	Bacteria	43
JK079L-7-WDH_S7	Acidithiobacillia	Bacteria	80
JK079L-8_S8	Acidithiobacillia	Bacteria	41
JK079L-9_S9	Acidithiobacillia	Bacteria	75
JK080L-1_S17	Acidithiobacillia	Bacteria	106
JK080L-10_S26	Acidithiobacillia	Bacteria	46
JK080L-11_S27	Acidithiobacillia	Bacteria	120
JK080L-12_S28	Acidithiobacillia	Bacteria	75
JK080L-13_S29	Acidithiobacillia	Bacteria	47
JK080L-14_S30	Acidithiobacillia	Bacteria	130
JK080L-2_S18	Acidithiobacillia	Bacteria	121
JK080L-3_S19	Acidithiobacillia	Bacteria	468
JK080L-4_S20	Acidithiobacillia	Bacteria	631
JK080L-6_S22	Acidithiobacillia	Bacteria	361
JK080L-7_S23	Acidithiobacillia	Bacteria	30
JK080L-8_S24	Acidithiobacillia	Bacteria	33
JK080L-9_S25	Acidithiobacillia	Bacteria	96
JK081L-1_S1	Acidithiobacillia	Bacteria	65
JK081L-11_S11	Acidithiobacillia	Bacteria	113
JK081L-12_S12	Acidithiobacillia	Bacteria	192
JK081L-13_S13	Acidithiobacillia	Bacteria	48
JK081L-2_S2	Acidithiobacillia	Bacteria	44
JK081L-3_S3	Acidithiobacillia	Bacteria	21
JK081L-4_S4	Acidithiobacillia	Bacteria	192
JK081L-6_S6	Acidithiobacillia	Bacteria	214
JK081L-7_S7	Acidithiobacillia	Bacteria	390
JK081L-8_S8	Acidithiobacillia	Bacteria	75
JK081L-9_S9	Acidithiobacillia	Bacteria	194
JK105L-6_S21	Acidithiobacillia	Bacteria	72
JK109L-4_S21	Acidithiobacillia	Bacteria	26
JK109L-4_S22	Acidithiobacillia	Bacteria	59
JK109L-5_S30	Acidithiobacillia	Bacteria	135
JK109L-6_S31	Acidithiobacillia	Bacteria	363
JK115L-2_S24	Acidithiobacillia	Bacteria	838
JK115L-4_S23	Acidithiobacillia	Bacteria	256
JK136L-2_S2	Acidithiobacillia	Bacteria	53
JK136L-3_S3	Acidithiobacillia	Bacteria	79
JK136L-4_S4	Acidithiobacillia	Bacteria	63
JK136L-5_S5	Acidithiobacillia	Bacteria	69
JK136L-6_S6	Acidithiobacillia	Bacteria	76
JK136L-7_S7	Acidithiobacillia	Bacteria	55
JK137L-1_S9	Acidithiobacillia	Bacteria	23
JK137L-2_S10	Acidithiobacillia	Bacteria	34
JK137L-3_S11	Acidithiobacillia	Bacteria	21
JK137L-4_S12	Acidithiobacillia	Bacteria	17
JK137L-5_S13	Acidithiobacillia	Bacteria	70
JK137L-6_S14	Acidithiobacillia	Bacteria	13
JK137L-7_S15	Acidithiobacillia	Bacteria	14
JK138L-1_S17	Acidithiobacillia	Bacteria	6
JK138L-2_S18	Acidithiobacillia	Bacteria	12
JK138L-3_S19	Acidithiobacillia	Bacteria	12
JK138L-4_S20	Acidithiobacillia	Bacteria	5
JK138L-6_S22	Acidithiobacillia	Bacteria	183
JK138L-7_S23	Acidithiobacillia	Bacteria	15
JoW001L-1_S1	Acidithiobacillia	Bacteria	77
JoW001L-2_S2	Acidithiobacillia	Bacteria	399
JoW001L-3_S3	Acidithiobacillia	Bacteria	43
JoW001L-4_S4	Acidithiobacillia	Bacteria	484
JoW001L-5_S5	Acidithiobacillia	Bacteria	82
JoW001L-6_S6	Acidithiobacillia	Bacteria	113
JoW002L-1_S9	Acidithiobacillia	Bacteria	45
JoW002L-2_S10	Acidithiobacillia	Bacteria	110
JoW002L-4_S12	Acidithiobacillia	Bacteria	175
JoW002L-5_S13	Acidithiobacillia	Bacteria	130
JoW002L-6_S14	Acidithiobacillia	Bacteria	51
JoW003L-1_S17	Acidithiobacillia	Bacteria	28
JoW003L-2_S18	Acidithiobacillia	Bacteria	64
JoW003L-3_S19	Acidithiobacillia	Bacteria	124
JoW003L-4_S20	Acidithiobacillia	Bacteria	120
JoW003L-5_S21	Acidithiobacillia	Bacteria	198
JoW003L-6_S22	Acidithiobacillia	Bacteria	105
JoW004L-1_S25	Acidithiobacillia	Bacteria	152
JoW004L-2_S26	Acidithiobacillia	Bacteria	137
JoW004L-3_S27	Acidithiobacillia	Bacteria	24
JoW004L-4_S28	Acidithiobacillia	Bacteria	34
JoW004L-5_S29	Acidithiobacillia	Bacteria	5
JoW004L-6_S30	Acidithiobacillia	Bacteria	8
JoW005L-1_S33	Acidithiobacillia	Bacteria	707
JoW005L-2_S34	Acidithiobacillia	Bacteria	35
JoW005L-3_S35	Acidithiobacillia	Bacteria	27
JoW005L-4_S36	Acidithiobacillia	Bacteria	25
JoW007L-1_S1	Acidithiobacillia	Bacteria	18
JoW007L-2_S2	Acidithiobacillia	Bacteria	54
JoW007L-3_S3	Acidithiobacillia	Bacteria	38
JoW007L-4_S4	Acidithiobacillia	Bacteria	117
JoW007L-5_S5	Acidithiobacillia	Bacteria	11
JoW007L-6_S6	Acidithiobacillia	Bacteria	22
StB097L-01_S1	Acidithiobacillia	Bacteria	38
StB097L-02_S2	Acidithiobacillia	Bacteria	35
StB097L-03_S3	Acidithiobacillia	Bacteria	58
StB097L-04_S4	Acidithiobacillia	Bacteria	33
StB097L-05_S5	Acidithiobacillia	Bacteria	81
StB097L-06_S6	Acidithiobacillia	Bacteria	52
StB106L-01_S9	Acidithiobacillia	Bacteria	25
StB106L-02_S10	Acidithiobacillia	Bacteria	24
StB106L-04_S12	Acidithiobacillia	Bacteria	71
StB106L-05_S13	Acidithiobacillia	Bacteria	35
StB108L-01_S17	Acidithiobacillia	Bacteria	27
StB108L-02_S18	Acidithiobacillia	Bacteria	44
StB108L-03_S19	Acidithiobacillia	Bacteria	82
StB108L-05_S21	Acidithiobacillia	Bacteria	83
StB108L-07_S23	Acidithiobacillia	Bacteria	17
StB109L-01_S25	Acidithiobacillia	Bacteria	7
StB109L-02_S26	Acidithiobacillia	Bacteria	7
StB109L-04_S28	Acidithiobacillia	Bacteria	12
StB109L-05_S29	Acidithiobacillia	Bacteria	89
StB109L-06_S30	Acidithiobacillia	Bacteria	182
WJ192L-1_S29	Acidithiobacillia	Bacteria	69
WJ192L-3_S30	Acidithiobacillia	Bacteria	33
WJ192L-4_S31	Acidithiobacillia	Bacteria	16
WJ192L-5_S32	Acidithiobacillia	Bacteria	20
WJ194L-2_S22	Acidithiobacillia	Bacteria	28
WJ194L-3_S23	Acidithiobacillia	Bacteria	8
WJ194L-4_S24	Acidithiobacillia	Bacteria	17
WJ194L-5_S25	Acidithiobacillia	Bacteria	16
WJ194L-6_S26	Acidithiobacillia	Bacteria	20
WJ195L-1_S17	Acidithiobacillia	Bacteria	21
WJ195L-5_S18	Acidithiobacillia	Bacteria	7
WJ196L-10_S10	Acidithiobacillia	Bacteria	8
WJ196L-11_S11	Acidithiobacillia	Bacteria	64
WJ196L-12_S12	Acidithiobacillia	Bacteria	34
WJ196L-13_S13	Acidithiobacillia	Bacteria	29
WJ196L-14_S14	Acidithiobacillia	Bacteria	22
WJ196L-15_S15	Acidithiobacillia	Bacteria	10
WJ196L-4_S4	Acidithiobacillia	Bacteria	7
WJ196L-5_S5	Acidithiobacillia	Bacteria	6
WJ196L-6_S6	Acidithiobacillia	Bacteria	9
WJ196L-7_S7	Acidithiobacillia	Bacteria	13
WJ196L-8_S8	Acidithiobacillia	Bacteria	9
WJ196L-9_S9	Acidithiobacillia	Bacteria	20
191011_SND405_A_L007_APMG-6-1	Actinomycetes	Bacteria	3235
191011_SND405_A_L007_APMG-6-2	Actinomycetes	Bacteria	8186
191011_SND405_A_L007_APMG-6-3	Actinomycetes	Bacteria	25237
191011_SND405_A_L007_APMG-6-4	Actinomycetes	Bacteria	32343
191011_SND405_A_L007_APMG-6-5	Actinomycetes	Bacteria	1106
191011_SND405_A_L007_APMG-6-6	Actinomycetes	Bacteria	1956
191011_SND405_A_L007_APMG-6-7	Actinomycetes	Bacteria	3
191011_SND405_A_L007_APMG-6-8	Actinomycetes	Bacteria	6
200313_A00902_A_L001_APMG-8-1	Actinomycetes	Bacteria	14758
200313_A00902_A_L001_APMG-8-10	Actinomycetes	Bacteria	26897
200313_A00902_A_L001_APMG-8-11	Actinomycetes	Bacteria	21078
200313_A00902_A_L001_APMG-8-12	Actinomycetes	Bacteria	25426
200313_A00902_A_L001_APMG-8-2	Actinomycetes	Bacteria	17720
200313_A00902_A_L001_APMG-8-3	Actinomycetes	Bacteria	19454
200313_A00902_A_L001_APMG-8-4	Actinomycetes	Bacteria	68897
200313_A00902_A_L001_APMG-8-5	Actinomycetes	Bacteria	43121
200313_A00902_A_L001_APMG-8-6	Actinomycetes	Bacteria	28101
200313_A00902_A_L001_APMG-8-7	Actinomycetes	Bacteria	12
200313_A00902_A_L001_APMG-8-8	Actinomycetes	Bacteria	4591
200313_A00902_A_L001_APMG-8-9	Actinomycetes	Bacteria	3961
200313_A00902_A_L002_APMG-9-1	Actinomycetes	Bacteria	10914
200313_A00902_A_L002_APMG-9-10	Actinomycetes	Bacteria	2587
200313_A00902_A_L002_APMG-9-11	Actinomycetes	Bacteria	2657
200313_A00902_A_L002_APMG-9-12	Actinomycetes	Bacteria	22
200313_A00902_A_L002_APMG-9-13	Actinomycetes	Bacteria	6
200313_A00902_A_L002_APMG-9-2	Actinomycetes	Bacteria	5399
200313_A00902_A_L002_APMG-9-3	Actinomycetes	Bacteria	3810
200313_A00902_A_L002_APMG-9-4	Actinomycetes	Bacteria	3
200313_A00902_A_L002_APMG-9-5	Actinomycetes	Bacteria	4042
200313_A00902_A_L002_APMG-9-6	Actinomycetes	Bacteria	3018
200313_A00902_A_L002_APMG-9-7	Actinomycetes	Bacteria	3248
200313_A00902_A_L002_APMG-9-8	Actinomycetes	Bacteria	4622
200313_A00902_A_L002_APMG-9-9	Actinomycetes	Bacteria	1853
201118_A00902_B_L1-2_APMG_19_1	Actinomycetes	Bacteria	21310
201118_A00902_B_L1-2_APMG_19_10	Actinomycetes	Bacteria	38967
201118_A00902_B_L1-2_APMG_19_11	Actinomycetes	Bacteria	26240
201118_A00902_B_L1-2_APMG_19_12	Actinomycetes	Bacteria	90223
201118_A00902_B_L1-2_APMG_19_13	Actinomycetes	Bacteria	207514
201118_A00902_B_L1-2_APMG_19_14	Actinomycetes	Bacteria	16608
201118_A00902_B_L1-2_APMG_19_15	Actinomycetes	Bacteria	73024
201118_A00902_B_L1-2_APMG_19_16	Actinomycetes	Bacteria	115902
201118_A00902_B_L1-2_APMG_19_17	Actinomycetes	Bacteria	22797
201118_A00902_B_L1-2_APMG_19_18	Actinomycetes	Bacteria	134
201118_A00902_B_L1-2_APMG_19_19	Actinomycetes	Bacteria	79
201118_A00902_B_L1-2_APMG_19_2	Actinomycetes	Bacteria	35022
201118_A00902_B_L1-2_APMG_19_20	Actinomycetes	Bacteria	166
201118_A00902_B_L1-2_APMG_19_21	Actinomycetes	Bacteria	95
201118_A00902_B_L1-2_APMG_19_22	Actinomycetes	Bacteria	51
201118_A00902_B_L1-2_APMG_19_3	Actinomycetes	Bacteria	49933
201118_A00902_B_L1-2_APMG_19_4	Actinomycetes	Bacteria	167
201118_A00902_B_L1-2_APMG_19_5	Actinomycetes	Bacteria	39943
201118_A00902_B_L1-2_APMG_19_6	Actinomycetes	Bacteria	15199
201118_A00902_B_L1-2_APMG_19_7	Actinomycetes	Bacteria	20831
201118_A00902_B_L1-2_APMG_19_8	Actinomycetes	Bacteria	20368
201118_A00902_B_L1-2_APMG_19_9	Actinomycetes	Bacteria	25180
210810_A00902_B_L001_APMG-37-1	Actinomycetes	Bacteria	18495
210810_A00902_B_L001_APMG-37-10	Actinomycetes	Bacteria	4655914
210810_A00902_B_L001_APMG-37-11	Actinomycetes	Bacteria	44113
210810_A00902_B_L001_APMG-37-12	Actinomycetes	Bacteria	28
210810_A00902_B_L001_APMG-37-13	Actinomycetes	Bacteria	68
210810_A00902_B_L001_APMG-37-14	Actinomycetes	Bacteria	5
210810_A00902_B_L001_APMG-37-15	Actinomycetes	Bacteria	269
210810_A00902_B_L001_APMG-37-2	Actinomycetes	Bacteria	26890
210810_A00902_B_L001_APMG-37-3	Actinomycetes	Bacteria	30267
210810_A00902_B_L001_APMG-37-4	Actinomycetes	Bacteria	75989
210810_A00902_B_L001_APMG-37-5	Actinomycetes	Bacteria	70
210810_A00902_B_L001_APMG-37-6	Actinomycetes	Bacteria	20401
210810_A00902_B_L001_APMG-37-7	Actinomycetes	Bacteria	30715
210810_A00902_B_L001_APMG-37-8	Actinomycetes	Bacteria	15164
210810_A00902_B_L001_APMG-37-9	Actinomycetes	Bacteria	31560
210810_A00902_B_L002_APMG-38-1	Actinomycetes	Bacteria	15235
210810_A00902_B_L002_APMG-38-10	Actinomycetes	Bacteria	10823
210810_A00902_B_L002_APMG-38-11	Actinomycetes	Bacteria	58
210810_A00902_B_L002_APMG-38-12	Actinomycetes	Bacteria	18
210810_A00902_B_L002_APMG-38-13	Actinomycetes	Bacteria	18
210810_A00902_B_L002_APMG-38-14	Actinomycetes	Bacteria	129
210810_A00902_B_L002_APMG-38-15	Actinomycetes	Bacteria	12447
210810_A00902_B_L002_APMG-38-2	Actinomycetes	Bacteria	9779
210810_A00902_B_L002_APMG-38-3	Actinomycetes	Bacteria	11685
210810_A00902_B_L002_APMG-38-4	Actinomycetes	Bacteria	30640
210810_A00902_B_L002_APMG-38-5	Actinomycetes	Bacteria	13480
210810_A00902_B_L002_APMG-38-6	Actinomycetes	Bacteria	119
210810_A00902_B_L002_APMG-38-7	Actinomycetes	Bacteria	34423
210810_A00902_B_L002_APMG-38-8	Actinomycetes	Bacteria	25062
210810_A00902_B_L002_APMG-38-9	Actinomycetes	Bacteria	18890
BH193L-1_S22	Actinomycetes	Bacteria	12321
BH193L-2_S19	Actinomycetes	Bacteria	16407
BH193L-2_S20	Actinomycetes	Bacteria	10498
BH193L-3_S20	Actinomycetes	Bacteria	26529
BH193L-4_S23	Actinomycetes	Bacteria	18045
BH193L-5_S24	Actinomycetes	Bacteria	17006
BH194L-1_S25	Actinomycetes	Bacteria	20023
BH194L-2_S26	Actinomycetes	Bacteria	14763
BH194L-3_S25	Actinomycetes	Bacteria	11435
BH194L-4_S16	Actinomycetes	Bacteria	12290
BH194L-4_S17	Actinomycetes	Bacteria	7560
BH194L-6_S26	Actinomycetes	Bacteria	8375
BH194L-7_S17	Actinomycetes	Bacteria	11769
BH194L-7_S18	Actinomycetes	Bacteria	7633
BH195L-1_S27	Actinomycetes	Bacteria	9542
BH195L-2_S18	Actinomycetes	Bacteria	14329
BH195L-2_S19	Actinomycetes	Bacteria	8887
BH195L-3_S28	Actinomycetes	Bacteria	23480
BH195L-4_S29	Actinomycetes	Bacteria	9832
BH195L-7_S31	Actinomycetes	Bacteria	3
EBS12	Actinomycetes	Bacteria	12
ELS162S7	Actinomycetes	Bacteria	191266
ELS163S8	Actinomycetes	Bacteria	112274
ELS165S9	Actinomycetes	Bacteria	92570
ELS167S10	Actinomycetes	Bacteria	98980
ELS170S11	Actinomycetes	Bacteria	147
IE111L-1_S1	Actinomycetes	Bacteria	80560
IE111L-2_S2	Actinomycetes	Bacteria	118725
IE111L-3_S3	Actinomycetes	Bacteria	95562
IE111L-4_S1	Actinomycetes	Bacteria	73331
IE111L-5_S5	Actinomycetes	Bacteria	65189
IE111L-6_S6	Actinomycetes	Bacteria	232918
IE111L-7_S7	Actinomycetes	Bacteria	155533
IE111L-8_S8	Actinomycetes	Bacteria	3
IE112L-1_S9	Actinomycetes	Bacteria	214202
IE112L-2_S10	Actinomycetes	Bacteria	114258
IE112L-3_S11	Actinomycetes	Bacteria	104450
IE112L-4_S17	Actinomycetes	Bacteria	84316
IE112L-5_S18	Actinomycetes	Bacteria	90590
IE112L-6_S19	Actinomycetes	Bacteria	62497
IE112L-7_S12	Actinomycetes	Bacteria	27956
IE112L-8_S15	Actinomycetes	Bacteria	4
IE113L-1_S13	Actinomycetes	Bacteria	122185
IE113L-2_S14	Actinomycetes	Bacteria	155824
IE113L-3_S3	Actinomycetes	Bacteria	185710
IE113L-4_S4	Actinomycetes	Bacteria	160040
IE113L-5_S5	Actinomycetes	Bacteria	119773
IE113L-6_S6	Actinomycetes	Bacteria	156705
IE113L-7_S7	Actinomycetes	Bacteria	131696
IE114L-1_S9	Actinomycetes	Bacteria	112693
IE114L-2_S10	Actinomycetes	Bacteria	138061
IE114L-3_S11	Actinomycetes	Bacteria	93474
IE114L-4_S4	Actinomycetes	Bacteria	5
IE114L-5_S2	Actinomycetes	Bacteria	11
IE114L-6_S16	Actinomycetes	Bacteria	4
IE114L-7_S17	Actinomycetes	Bacteria	8
IE114L-8_S20	Actinomycetes	Bacteria	7
IE115L-3_S19	Actinomycetes	Bacteria	17
JK079L-1_S1	Actinomycetes	Bacteria	46178
JK079L-10-WDH_S10	Actinomycetes	Bacteria	68633
JK079L-11-WDH_S11	Actinomycetes	Bacteria	21872
JK079L-12-WDH_S12	Actinomycetes	Bacteria	16042
JK079L-13-WDH_S13	Actinomycetes	Bacteria	21379
JK079L-14-WDH_S14	Actinomycetes	Bacteria	22574
JK079L-15_S15	Actinomycetes	Bacteria	6
JK079L-16_S16	Actinomycetes	Bacteria	3
JK079L-2_S2	Actinomycetes	Bacteria	31919
JK079L-3_S3	Actinomycetes	Bacteria	34967
JK079L-4_S4	Actinomycetes	Bacteria	75154
JK079L-5_S5	Actinomycetes	Bacteria	35617
JK079L-6-WDH_S6	Actinomycetes	Bacteria	40537
JK079L-7-WDH_S7	Actinomycetes	Bacteria	50608
JK079L-8_S8	Actinomycetes	Bacteria	46551
JK079L-9_S9	Actinomycetes	Bacteria	35892
JK080L-1_S17	Actinomycetes	Bacteria	43564
JK080L-10_S26	Actinomycetes	Bacteria	82293
JK080L-11_S27	Actinomycetes	Bacteria	46935
JK080L-12_S28	Actinomycetes	Bacteria	52638
JK080L-13_S29	Actinomycetes	Bacteria	38591
JK080L-14_S30	Actinomycetes	Bacteria	34026
JK080L-15_S31	Actinomycetes	Bacteria	5
JK080L-2_S18	Actinomycetes	Bacteria	10127
JK080L-3_S19	Actinomycetes	Bacteria	13483
JK080L-4_S20	Actinomycetes	Bacteria	12467
JK080L-5_S21	Actinomycetes	Bacteria	1
JK080L-6_S22	Actinomycetes	Bacteria	16757
JK080L-7_S23	Actinomycetes	Bacteria	4761
JK080L-8_S24	Actinomycetes	Bacteria	96117
JK080L-9_S25	Actinomycetes	Bacteria	124030
JK081L-1_S1	Actinomycetes	Bacteria	55469
JK081L-10_S10	Actinomycetes	Bacteria	7
JK081L-11_S11	Actinomycetes	Bacteria	28344
JK081L-12_S12	Actinomycetes	Bacteria	37460
JK081L-13_S13	Actinomycetes	Bacteria	23005
JK081L-14_S14	Actinomycetes	Bacteria	6
JK081L-15_S15	Actinomycetes	Bacteria	2
JK081L-2_S2	Actinomycetes	Bacteria	83148
JK081L-3_S3	Actinomycetes	Bacteria	39541
JK081L-4_S4	Actinomycetes	Bacteria	43783
JK081L-6_S6	Actinomycetes	Bacteria	67438
JK081L-7_S7	Actinomycetes	Bacteria	125919
JK081L-8_S8	Actinomycetes	Bacteria	15576
JK081L-9_S9	Actinomycetes	Bacteria	69833
JK105L-6_S21	Actinomycetes	Bacteria	59277
JK109L-4_S21	Actinomycetes	Bacteria	33584
JK109L-4_S22	Actinomycetes	Bacteria	59878
JK109L-5_S30	Actinomycetes	Bacteria	8268
JK109L-6_S31	Actinomycetes	Bacteria	5179
JK109L-8_S33	Actinomycetes	Bacteria	8
JK115L-2_S24	Actinomycetes	Bacteria	36888
JK115L-4_S23	Actinomycetes	Bacteria	64764
JK115L-5_S27	Actinomycetes	Bacteria	5
JK136L-2_S2	Actinomycetes	Bacteria	4401
JK136L-3_S3	Actinomycetes	Bacteria	4678
JK136L-4_S4	Actinomycetes	Bacteria	22096
JK136L-5_S5	Actinomycetes	Bacteria	17414
JK136L-6_S6	Actinomycetes	Bacteria	8193
JK136L-7_S7	Actinomycetes	Bacteria	8919
JK137L-1_S9	Actinomycetes	Bacteria	19090
JK137L-2_S10	Actinomycetes	Bacteria	5799
JK137L-3_S11	Actinomycetes	Bacteria	16872
JK137L-4_S12	Actinomycetes	Bacteria	25711
JK137L-5_S13	Actinomycetes	Bacteria	7380
JK137L-6_S14	Actinomycetes	Bacteria	24964
JK137L-7_S15	Actinomycetes	Bacteria	19709
JK137L-8_S16	Actinomycetes	Bacteria	1
JK138L-1_S17	Actinomycetes	Bacteria	17238
JK138L-2_S18	Actinomycetes	Bacteria	31491
JK138L-3_S19	Actinomycetes	Bacteria	247684
JK138L-4_S20	Actinomycetes	Bacteria	962784
JK138L-6_S22	Actinomycetes	Bacteria	39285
JK138L-7_S23	Actinomycetes	Bacteria	79018
JK138L-8_S24	Actinomycetes	Bacteria	2
JoW001L-1_S1	Actinomycetes	Bacteria	4976
JoW001L-2_S2	Actinomycetes	Bacteria	1452
JoW001L-3_S3	Actinomycetes	Bacteria	3088
JoW001L-4_S4	Actinomycetes	Bacteria	1514
JoW001L-5_S5	Actinomycetes	Bacteria	2067
JoW001L-6_S6	Actinomycetes	Bacteria	2986
JoW001L-7_S7	Actinomycetes	Bacteria	2
JoW001L-8_S8	Actinomycetes	Bacteria	1
JoW002L-1_S9	Actinomycetes	Bacteria	2975
JoW002L-2_S10	Actinomycetes	Bacteria	9191
JoW002L-3_S11	Actinomycetes	Bacteria	3
JoW002L-4_S12	Actinomycetes	Bacteria	2400
JoW002L-5_S13	Actinomycetes	Bacteria	2415
JoW002L-6_S14	Actinomycetes	Bacteria	2316
JoW002L-7_S15	Actinomycetes	Bacteria	5
JoW002L-8_S16	Actinomycetes	Bacteria	5
JoW003L-1_S17	Actinomycetes	Bacteria	3696
JoW003L-2_S18	Actinomycetes	Bacteria	1715
JoW003L-3_S19	Actinomycetes	Bacteria	1243
JoW003L-4_S20	Actinomycetes	Bacteria	1053
JoW003L-5_S21	Actinomycetes	Bacteria	857
JoW003L-6_S22	Actinomycetes	Bacteria	998
JoW003L-8_S24	Actinomycetes	Bacteria	2
JoW004L-1_S25	Actinomycetes	Bacteria	272
JoW004L-2_S26	Actinomycetes	Bacteria	239
JoW004L-3_S27	Actinomycetes	Bacteria	356
JoW004L-4_S28	Actinomycetes	Bacteria	360
JoW004L-5_S29	Actinomycetes	Bacteria	186
JoW004L-6_S30	Actinomycetes	Bacteria	502
JoW005L-1_S33	Actinomycetes	Bacteria	2072
JoW005L-2_S34	Actinomycetes	Bacteria	5270
JoW005L-3_S35	Actinomycetes	Bacteria	9986
JoW005L-4_S36	Actinomycetes	Bacteria	9084
JoW005L-5_S37	Actinomycetes	Bacteria	108
JoW007L-1_S1	Actinomycetes	Bacteria	332
JoW007L-2_S2	Actinomycetes	Bacteria	636
JoW007L-3_S3	Actinomycetes	Bacteria	1493
JoW007L-4_S4	Actinomycetes	Bacteria	2244
JoW007L-5_S5	Actinomycetes	Bacteria	931
JoW007L-6_S6	Actinomycetes	Bacteria	2569
StB097L-01_S1	Actinomycetes	Bacteria	18638
StB097L-02_S2	Actinomycetes	Bacteria	13546
StB097L-03_S3	Actinomycetes	Bacteria	70675
StB097L-04_S4	Actinomycetes	Bacteria	14652
StB097L-05_S5	Actinomycetes	Bacteria	34920
StB097L-06_S6	Actinomycetes	Bacteria	13537
StB097L-07_S7	Actinomycetes	Bacteria	1063
StB097L-08_S8	Actinomycetes	Bacteria	70
StB106L-01_S9	Actinomycetes	Bacteria	3265
StB106L-02_S10	Actinomycetes	Bacteria	3880
StB106L-04_S12	Actinomycetes	Bacteria	7071
StB106L-05_S13	Actinomycetes	Bacteria	22208
StB106L-06_S14	Actinomycetes	Bacteria	22
StB106L-08_S16	Actinomycetes	Bacteria	7
StB108L-01_S17	Actinomycetes	Bacteria	12395
StB108L-02_S18	Actinomycetes	Bacteria	15637
StB108L-03_S19	Actinomycetes	Bacteria	22947
StB108L-04_S20	Actinomycetes	Bacteria	18
StB108L-05_S21	Actinomycetes	Bacteria	3137
StB108L-06_S22	Actinomycetes	Bacteria	24
StB108L-07_S23	Actinomycetes	Bacteria	65667
StB108L-08_S24	Actinomycetes	Bacteria	126
