sample	phylum	superkingdom	taxonReads
JoW007L-4_S4	unassigned Eukaryota phylum	Eukaryota	45712
JoW007L-5_S5	unassigned Eukaryota phylum	Eukaryota	30659
JoW007L-6_S6	unassigned Eukaryota phylum	Eukaryota	5160
StB097L-01_S1	unassigned Eukaryota phylum	Eukaryota	6337
StB097L-02_S2	unassigned Eukaryota phylum	Eukaryota	2290
StB097L-03_S3	unassigned Eukaryota phylum	Eukaryota	7863
StB097L-04_S4	unassigned Eukaryota phylum	Eukaryota	8511
StB097L-05_S5	unassigned Eukaryota phylum	Eukaryota	21900
StB097L-06_S6	unassigned Eukaryota phylum	Eukaryota	7645
StB097L-07_S7	unassigned Eukaryota phylum	Eukaryota	138
StB097L-08_S8	unassigned Eukaryota phylum	Eukaryota	38
StB106L-01_S9	unassigned Eukaryota phylum	Eukaryota	94069
StB106L-02_S10	unassigned Eukaryota phylum	Eukaryota	6738
StB106L-04_S12	unassigned Eukaryota phylum	Eukaryota	1996
StB106L-05_S13	unassigned Eukaryota phylum	Eukaryota	4533
StB106L-06_S14	unassigned Eukaryota phylum	Eukaryota	14
StB106L-08_S16	unassigned Eukaryota phylum	Eukaryota	19
StB108L-01_S17	unassigned Eukaryota phylum	Eukaryota	7945
StB108L-02_S18	unassigned Eukaryota phylum	Eukaryota	7752
StB108L-03_S19	unassigned Eukaryota phylum	Eukaryota	9682
StB108L-04_S20	unassigned Eukaryota phylum	Eukaryota	11
StB108L-05_S21	unassigned Eukaryota phylum	Eukaryota	3792
StB108L-06_S22	unassigned Eukaryota phylum	Eukaryota	13
StB108L-07_S23	unassigned Eukaryota phylum	Eukaryota	4955
StB108L-08_S24	unassigned Eukaryota phylum	Eukaryota	8
StB109L-01_S25	unassigned Eukaryota phylum	Eukaryota	27386
StB109L-02_S26	unassigned Eukaryota phylum	Eukaryota	33038
StB109L-03_S27	unassigned Eukaryota phylum	Eukaryota	1
StB109L-04_S28	unassigned Eukaryota phylum	Eukaryota	26737
StB109L-05_S29	unassigned Eukaryota phylum	Eukaryota	18995
StB109L-06_S30	unassigned Eukaryota phylum	Eukaryota	8495
StB109L-07_S31	unassigned Eukaryota phylum	Eukaryota	38
StB109L-08_S32	unassigned Eukaryota phylum	Eukaryota	28
WJ192L-1_S29	unassigned Eukaryota phylum	Eukaryota	1848
WJ192L-3_S30	unassigned Eukaryota phylum	Eukaryota	2719
WJ192L-4_S31	unassigned Eukaryota phylum	Eukaryota	2739
WJ192L-5_S32	unassigned Eukaryota phylum	Eukaryota	6854
WJ192L-6_S33	unassigned Eukaryota phylum	Eukaryota	2
WJ192L-7_S34	unassigned Eukaryota phylum	Eukaryota	5
WJ194L-1_S21	unassigned Eukaryota phylum	Eukaryota	1
WJ194L-2_S22	unassigned Eukaryota phylum	Eukaryota	29048
WJ194L-3_S23	unassigned Eukaryota phylum	Eukaryota	2070
WJ194L-4_S24	unassigned Eukaryota phylum	Eukaryota	2982
WJ194L-5_S25	unassigned Eukaryota phylum	Eukaryota	2822
WJ194L-6_S26	unassigned Eukaryota phylum	Eukaryota	2518
WJ194L-7_S27	unassigned Eukaryota phylum	Eukaryota	10
WJ194L-8_S28	unassigned Eukaryota phylum	Eukaryota	4
WJ195L-1_S17	unassigned Eukaryota phylum	Eukaryota	2016
WJ195L-5_S18	unassigned Eukaryota phylum	Eukaryota	1671
WJ196L-1_S1	unassigned Eukaryota phylum	Eukaryota	2
WJ196L-10_S10	unassigned Eukaryota phylum	Eukaryota	5569
WJ196L-11_S11	unassigned Eukaryota phylum	Eukaryota	3458
WJ196L-12_S12	unassigned Eukaryota phylum	Eukaryota	3545
WJ196L-13_S13	unassigned Eukaryota phylum	Eukaryota	3978
WJ196L-14_S14	unassigned Eukaryota phylum	Eukaryota	3023
WJ196L-15_S15	unassigned Eukaryota phylum	Eukaryota	4133
WJ196L-16_S16	unassigned Eukaryota phylum	Eukaryota	5
WJ196L-2_S2	unassigned Eukaryota phylum	Eukaryota	4
WJ196L-3_S3	unassigned Eukaryota phylum	Eukaryota	2
WJ196L-4_S4	unassigned Eukaryota phylum	Eukaryota	2141
WJ196L-5_S5	unassigned Eukaryota phylum	Eukaryota	1357
WJ196L-6_S6	unassigned Eukaryota phylum	Eukaryota	1608
WJ196L-7_S7	unassigned Eukaryota phylum	Eukaryota	1940
WJ196L-8_S8	unassigned Eukaryota phylum	Eukaryota	2630
WJ196L-9_S9	unassigned Eukaryota phylum	Eukaryota	6357
